county,osm_id,name,category,subcategory,lat,lon,admin_division
dublin,n31901640,Indian Summer,restaurant,amenity=restaurant,53.2884983,-6.2057489,
dublin,n132228340,The Old Punch Bowl,restaurant,amenity=pub,53.3087656,-6.1966601,
dublin,n132811831,Palmerstown House,restaurant,amenity=pub,53.356444,-6.3706215,"Palmerstown, Dublin"
dublin,n257170539,Oar House,restaurant,amenity=restaurant,53.3909742,-6.0711431,"Howth, Dublin"
dublin,n269920213,Courtney’s,restaurant,amenity=restaurant,53.3563013,-6.4501896,"Lucan, Dublin"
dublin,n278857702,La Gondola,restaurant,amenity=restaurant,53.3457882,-6.2619477,Dublin
dublin,n279363879,Thunder Road Cafe,restaurant,amenity=restaurant,53.3456174,-6.2612215,"Dublin, Dublin"
dublin,n279363883,The Joy of Chá,restaurant,amenity=cafe,53.3451923,-6.2661036,
dublin,n279912234,La Pizza,restaurant,amenity=restaurant,53.3510617,-6.260424,Dublin
dublin,n279915988,Arlington Bar & Restaurant,restaurant,amenity=pub,53.3472522,-6.2609325,"Dublin, Dublin"
dublin,n282968362,Chrysanthemum Chinese Restaurant,restaurant,amenity=restaurant,53.2939748,-6.3002428,
dublin,n291776562,The Bagel Bar,restaurant,amenity=cafe,53.3478437,-6.263717,Dublin
dublin,n293524291,Scholars,restaurant,amenity=pub,53.2750936,-6.3449534,
dublin,n298721803,Harkin’s,restaurant,amenity=pub,53.3424988,-6.2885248,"Dublin, Dublin"
dublin,n300290443,Blackchurch Inn & Restaurant,restaurant,amenity=restaurant,53.2692306,-6.5182798,
dublin,n310407193,Madame Pho,restaurant,amenity=restaurant,53.3431117,-6.2635746,Dublin
dublin,n310407690,Bittersweet Cafe,restaurant,amenity=cafe,53.3437335,-6.2688365,
dublin,n310408293,The Bull & Castle Bar,restaurant,amenity=bar,53.3434574,-6.2698697,"Dublin, Dublin"
dublin,n310408465,The Market Bar,restaurant,amenity=restaurant,53.3420622,-6.2640639,Dublin
dublin,n311099928,Woolshed Baa & Grill,restaurant,amenity=pub,53.3502671,-6.2674686,"Dublin, Dublin"
dublin,n312565518,The Bridge Cafe,restaurant,amenity=cafe,53.3416287,-6.2281361,Dublin
dublin,n312574900,Sandymount House,restaurant,amenity=pub,53.3323885,-6.2152784,"Sandymount, Dublin"
dublin,n312576602,Horse Show House,restaurant,amenity=pub,53.3285197,-6.2289281,"Ballsbridge, Dublin, Dublin"
dublin,n315252689,The Terenure Inn,restaurant,amenity=pub,53.3113561,-6.2830549,"Dublin, Dublin"
dublin,n335556529,La Boulangerie Cafe,restaurant,amenity=cafe,53.3396891,-6.3145854,
dublin,n339208248,Diep Le Shaker,restaurant,amenity=restaurant,53.3365613,-6.2516856,Dublin
dublin,n356046116,Thai Garden,restaurant,amenity=restaurant,53.3855392,-6.3745776,Blanchardstown
dublin,n365309752,,restaurant,amenity=restaurant,53.5648495,-6.2116176,
dublin,n365324181,Cafe Haven,restaurant,amenity=cafe,53.406501,-6.3497812,
dublin,n366363185,One Pico,restaurant,amenity=restaurant,53.3405799,-6.2573287,Dublin
dublin,n367106504,Corkagh Fisheries,restaurant,amenity=cafe,53.3099354,-6.4184357,
dublin,n370213807,Christophe's,restaurant,amenity=restaurant,53.3483367,-6.2770807,Dublin
dublin,n386921698,The Boat Bar & Restaurant,restaurant,amenity=restaurant,53.3470353,-6.2378335,Dublin
dublin,n387223189,Akaka Poké,restaurant,amenity=restaurant,53.3494163,-6.2444344,Dublin
dublin,n387223272,Cool Hand Coffee Roasters IFSC,restaurant,amenity=cafe,53.3494135,-6.2437735,Dublin
dublin,n387527184,Starbucks,restaurant,amenity=cafe,53.3493946,-6.2478488,Dublin
dublin,n417809986,The Food Gallery,restaurant,amenity=cafe,53.3430816,-6.2767538,Dublin
dublin,n434153497,Forno 500,restaurant,amenity=restaurant,53.3442981,-6.2662917,Dublin
dublin,n441233784,Douglas & Kaldi,restaurant,amenity=cafe,53.3757818,-6.3326262,
dublin,n444539820,Jade Palace,restaurant,amenity=restaurant,53.4712482,-6.2321664,
dublin,n446781985,Fallon & Byrne,restaurant,amenity=restaurant,53.343118,-6.2632917,Dublin
dublin,n446782461,La Maison,restaurant,amenity=restaurant,53.3423029,-6.2629206,Dublin
dublin,n446782627,Smokin Bones,restaurant,amenity=restaurant,53.3424,-6.262826,Dublin
dublin,n446782704,L'Gueuleton,restaurant,amenity=restaurant,53.3419302,-6.2643415,Dublin
dublin,n446783098,Town Bar and Grill,restaurant,amenity=restaurant,53.3396287,-6.2561537,Dublin
dublin,n458220904,China House,restaurant,amenity=restaurant,53.2816189,-6.3401918,
dublin,n459572890,Skerries Mills,restaurant,amenity=cafe,53.5743226,-6.1102468,
dublin,n460016140,Kinara,restaurant,amenity=restaurant,53.360786,-6.1829271,
dublin,n467744856,The Celt,restaurant,amenity=pub,53.3505727,-6.2548867,"Dublin, Dublin"
dublin,n467744867,La Peniche,restaurant,amenity=restaurant,53.3334254,-6.2481124,
dublin,n470374170,Pulse Café,restaurant,amenity=cafe,53.3096603,-6.2257426,
dublin,n472965268,Rendevous,restaurant,amenity=cafe,53.3953565,-6.4390977,
dublin,n479092767,Decemberfest,restaurant,amenity=restaurant,53.3228696,-6.2384848,
dublin,n480606968,Wallace’s Taverna,restaurant,amenity=restaurant,53.3463961,-6.2651641,Dublin
dublin,n480606969,Caffe Cagliostro,restaurant,amenity=cafe,53.3467076,-6.2650733,Dublin
dublin,n485973263,Grindstone,restaurant,amenity=cafe,53.2862529,-6.2372089,Dundrum
dublin,n486684459,Indo Kitchen,restaurant,amenity=restaurant,53.5261781,-6.1641709,Lusk
dublin,n492643805,Olive's Room,restaurant,amenity=cafe,53.3695368,-6.1756078,
dublin,n496300868,Three Story,restaurant,amenity=restaurant,53.3397909,-6.259489,Dublin
dublin,n503224354,The Jar,restaurant,amenity=bar,53.3369586,-6.2657049,"Dublin, Dublin"
dublin,n504978753,Upshoots,restaurant,amenity=cafe,53.2778249,-6.2110045,
dublin,n504979777,China Sichuan,restaurant,amenity=restaurant,53.2780787,-6.2107338,Dublin
dublin,n504987696,My Thai,restaurant,amenity=restaurant,53.2763437,-6.2206135,
dublin,n506817027,Kasturi,restaurant,amenity=restaurant,53.3561303,-6.4483421,
dublin,n506818405,Annadale Cottage - Chinese Restaurant,restaurant,amenity=restaurant,53.3553926,-6.4604099,
dublin,n506823736,Chang's Asian Cuisine,restaurant,amenity=restaurant,53.3560074,-6.4482391,
dublin,n506824055,Ryan’s Village Cafe,restaurant,amenity=cafe,53.3563813,-6.4488485,Lucan
dublin,n507962122,The Cake Cafe,restaurant,amenity=cafe,53.3344161,-6.266138,
dublin,n512078670,Blue Bird Cafe,restaurant,amenity=cafe,53.3063029,-6.2218114,
dublin,n515851088,Insomnia,restaurant,amenity=cafe,53.3399203,-6.3078868,
dublin,n550381069,Starbucks,restaurant,amenity=cafe,53.4521997,-6.154074,Malahide
dublin,n559485126,Gallagher's Boxty House,restaurant,amenity=restaurant,53.3456973,-6.2621275,"Dublin, Dublin"
dublin,n559854611,Yamamori Izakaya,restaurant,amenity=restaurant,53.3433143,-6.2642339,Dublin
dublin,n559854612,Dollars,restaurant,amenity=restaurant,53.3431063,-6.2642212,Dublin
dublin,n559854619,Acapulco,restaurant,amenity=restaurant,53.3436104,-6.2642538,Dublin
dublin,n559854621,Bear Markt Coffee,restaurant,amenity=cafe,53.3438151,-6.2642572,Dublin
dublin,n560470678,Insomnia,restaurant,amenity=cafe,53.3509444,-6.252515,
dublin,n560623705,The Square Cafe Balbriggan,restaurant,amenity=cafe,53.6085648,-6.1825145,Balbriggan
dublin,n560635045,Tempura House,restaurant,amenity=restaurant,53.322786,-6.265438,Dublin
dublin,n564118846,Punjab Balti,restaurant,amenity=restaurant,53.3257334,-6.2554889,Dublin
dublin,n564118882,Pinocchio,restaurant,amenity=restaurant,53.3262746,-6.2560478,Dublin
dublin,n564886228,3fe The Triangle,restaurant,amenity=cafe,53.3250841,-6.2547901,Dublin
dublin,n567736392,Stage Door,restaurant,amenity=cafe,53.3452169,-6.2659194,"Dublin, Dublin"
dublin,n567736394,Falafel and Kebab,restaurant,amenity=restaurant,53.3452048,-6.2660061,Dublin
dublin,n567740010,Al Vesuvio,restaurant,amenity=restaurant,53.3448713,-6.2651292,
dublin,n568101351,Poppadom,restaurant,amenity=restaurant,53.3839785,-6.3678409,
dublin,n576100332,FXB Steakhouse,restaurant,amenity=restaurant,53.3372963,-6.2518677,Dublin
dublin,n576101386,Bear Mrkt,restaurant,amenity=cafe,53.3374287,-6.2517168,Dublin
dublin,n576102937,Dax,restaurant,amenity=restaurant,53.3348107,-6.2545351,Dublin
dublin,n576115236,The Schoolhouse,restaurant,amenity=restaurant,53.3372822,-6.2393224,
dublin,n576619723,Roly's,restaurant,amenity=restaurant,53.3294409,-6.2322092,
dublin,n576619736,Tula,restaurant,amenity=cafe,53.3303311,-6.2320816,Dublin
dublin,n576619740,The French Paradox,restaurant,amenity=restaurant,53.3302062,-6.2320857,Dublin
dublin,n576619745,Baan Thai,restaurant,amenity=restaurant,53.3289879,-6.2301808,
dublin,n576619749,Insomnia,restaurant,amenity=cafe,53.3291315,-6.2306229,Dublin
dublin,n576619755,Al Boschetto,restaurant,amenity=restaurant,53.3292426,-6.2309146,
dublin,n576619764,Maia,restaurant,amenity=restaurant,53.3303836,-6.2320798,Dublin
dublin,n583412898,The Bald Barista,restaurant,amenity=cafe,53.3405159,-6.2658571,
dublin,n583412900,Chez Max,restaurant,amenity=restaurant,53.3376039,-6.2518051,
dublin,n593844510,The Forty Foot,restaurant,amenity=pub,53.2940117,-6.1337719,"Dún Laoghaire, Dublin"
dublin,n593844518,The Purty Kitchen,restaurant,amenity=pub,53.2951939,-6.1481504,
dublin,n597119697,Hardy’s Bar & Bistro,restaurant,amenity=pub,53.2919874,-6.1341504,"Dún Laoghaire, Dublin"
dublin,n597822544,Park Lane,restaurant,amenity=restaurant,53.4029477,-6.157977,
dublin,n599636125,Greens Restaurant,restaurant,amenity=restaurant,53.2792584,-6.1967769,
dublin,n604694846,Old Bank Café,restaurant,amenity=cafe,53.3325667,-6.2528203,Dublin
dublin,n604698518,Voilà,restaurant,amenity=cafe,53.3379145,-6.2520063,Dublin
dublin,n610843612,Firebyrd,restaurant,amenity=restaurant,53.2896777,-6.1297939,Dún Laoghaire
dublin,n610843622,Lowza,restaurant,amenity=cafe,53.2898497,-6.1306369,Dún Laoghaire
dublin,n611029173,Milano,restaurant,amenity=restaurant,53.2948188,-6.1352993,Dún Laoghaire
dublin,n611761749,Moco Cafe,restaurant,amenity=restaurant,53.2939147,-6.1328699,Dún Laoghaire
dublin,n612976512,Ember,restaurant,amenity=restaurant,53.3134996,-6.2465094,
dublin,n616479711,Bagel Factory,restaurant,amenity=cafe,53.3360607,-6.2568011,Dublin
dublin,n616479742,Itsa,restaurant,amenity=cafe,53.3386612,-6.2518181,Dublin
dublin,n626672406,Chef Garden,restaurant,amenity=restaurant,53.4202277,-6.3822347,
dublin,n629750016,1837,restaurant,amenity=restaurant,53.3417171,-6.2864327,
dublin,n631713936,Insomnia,restaurant,amenity=cafe,53.3475681,-6.2656699,Dublin
dublin,n631808699,Madegg,restaurant,amenity=restaurant,53.347264,-6.2655313,Dublin
dublin,n631980187,Amir's Delights,restaurant,amenity=cafe,53.3468444,-6.2652169,Dublin
dublin,n632007536,,restaurant,amenity=cafe,53.344813,-6.2664581,Dublin
dublin,n632653332,Brendan's Coffee Shop,restaurant,amenity=cafe,53.3482366,-6.2717906,Dublin
dublin,n632666705,Delaney’s,restaurant,amenity=pub,53.3498059,-6.2784995,"Dublin, Dublin"
dublin,n632677619,Cinnamon Cafe,restaurant,amenity=cafe,53.3468002,-6.2789385,Dublin
dublin,n632915084,China House,restaurant,amenity=restaurant,53.3410835,-6.4517157,
dublin,n632980279,Bar Italia,restaurant,amenity=restaurant,53.3464093,-6.2649768,Dublin
dublin,n632980303,Eden,restaurant,amenity=restaurant,53.3449807,-6.2656383,Dublin
dublin,n633650971,The Sussex Restaurant,restaurant,amenity=restaurant,53.3314212,-6.2516207,"Dublin, Dublin"
dublin,n633676156,Canteen,restaurant,amenity=cafe,53.2902971,-6.3632325,
dublin,n639076143,La Boulangerie Francaise,restaurant,amenity=cafe,53.470915,-6.2328181,
dublin,n639076146,Look Mam No Hands,restaurant,amenity=cafe,53.4712798,-6.2328129,
dublin,n639840493,Bunsen,restaurant,amenity=restaurant,53.3612289,-6.2724851,
dublin,n640775906,Sodexo,restaurant,amenity=cafe,53.4053456,-6.3791123,
dublin,n640778203,Snack Bar,restaurant,amenity=cafe,53.4055119,-6.3789085,
dublin,n641810199,Blazing Salads,restaurant,amenity=cafe,53.342526,-6.2630075,Dublin
dublin,n642439081,Buzz,restaurant,amenity=cafe,53.3456051,-6.2640403,Dublin
dublin,n644666356,Savoy Takeaway,restaurant,amenity=restaurant,53.3582142,-6.2546573,Dublin
dublin,n644667535,Wallace’s Asti,restaurant,amenity=restaurant,53.3589749,-6.2544615,Dublin
dublin,n646872061,Nomo Ramen,restaurant,amenity=restaurant,53.3337956,-6.2644324,
dublin,n646873252,Off Beat Donut Co,restaurant,amenity=cafe,53.3363395,-6.2652198,Dublin
dublin,n646873640,Cafe Bliss,restaurant,amenity=restaurant,53.3365382,-6.2648548,Dublin
dublin,n646874034,The Green,restaurant,amenity=restaurant,53.3373869,-6.2628815,
dublin,n647995892,,restaurant,amenity=cafe,53.3346204,-6.2437513,Dublin
dublin,n648065834,Camile,restaurant,amenity=restaurant,53.287097,-6.1225997,
dublin,n648065934,Daniel's,restaurant,amenity=restaurant,53.2866513,-6.121724,
dublin,n648094673,O'Dells,restaurant,amenity=restaurant,53.2861912,-6.1187165,
dublin,n650240084,The Castle Team Rooms,restaurant,amenity=restaurant,53.3547067,-6.2634715,
dublin,n650240121,Kingfisher Restaurant,restaurant,amenity=restaurant,53.3518257,-6.2633561,
dublin,n652811023,Delizia,restaurant,amenity=cafe,53.2743106,-6.1939395,
dublin,n653284172,Di Bella,restaurant,amenity=restaurant,53.3403609,-6.4322282,
dublin,n653292938,Pizza Hut,restaurant,amenity=restaurant,53.340405,-6.432378,
dublin,n654042894,Browne's,restaurant,amenity=restaurant,53.3317256,-6.2159409,
dublin,n658492175,The Two Foxes,restaurant,amenity=pub,53.291744,-6.1350718,"Dún Laoghaire, Dublin"
dublin,n658492356,Akstsuki,restaurant,amenity=restaurant,53.2895428,-6.1299203,Dún Laoghaire
dublin,n658492392,Walter’s,restaurant,amenity=pub,53.2897873,-6.1300465,"Dún Laoghaire, Dublin"
dublin,n660266769,The Corner Bakery,restaurant,amenity=cafe,53.3140208,-6.2822825,
dublin,n660285680,Saagar,restaurant,amenity=restaurant,53.3363253,-6.2634876,Dublin
dublin,n660463968,Monsoon,restaurant,amenity=restaurant,53.2885791,-6.1978156,Stillorgan
dublin,n660699274,Golden Olive,restaurant,amenity=restaurant,53.3045603,-6.234295,
dublin,n662938420,Hatch Coffee,restaurant,amenity=cafe,53.3015694,-6.1779105,Blackrock
dublin,n662938466,Jack O’Rourke’s,restaurant,amenity=pub,53.3015086,-6.1778326,"Blackrock, Dublin"
dublin,n662938555,Insomnia,restaurant,amenity=cafe,53.3013609,-6.1771579,Blackrock
dublin,n662970897,Daata,restaurant,amenity=restaurant,53.3005522,-6.1764163,"Blackrock, Dublin"
dublin,n662970900,SiSi @ Central Cafe,restaurant,amenity=cafe,53.3009928,-6.1768158,Blackrock
dublin,n665969645,Garden House Cafe,restaurant,amenity=cafe,53.4386353,-6.1689209,
dublin,n670340763,Thai Basil,restaurant,amenity=restaurant,53.3473412,-6.2655602,Dublin
dublin,n673397975,Donuts and Coffee,restaurant,amenity=cafe,53.3470304,-6.2772539,Dublin
dublin,n676833912,Thai Spice,restaurant,amenity=restaurant,53.3509762,-6.2511177,"Dublin, Dublin"
dublin,n676841909,Dante's Pizzeria,restaurant,amenity=restaurant,53.3913818,-6.3921495,
dublin,n676841919,TGI Fridays,restaurant,amenity=restaurant,53.3917416,-6.3925614,
dublin,n676841923,Starbucks,restaurant,amenity=cafe,53.3914629,-6.3922654,
dublin,n677596884,Like A Coffee,restaurant,amenity=cafe,53.3472251,-6.2602178,
dublin,n677596888,River Bar,restaurant,amenity=bar,53.3469048,-6.2584016,"Dublin, Dublin"
dublin,n681394386,,restaurant,amenity=cafe,53.3414382,-6.2528001,Dublin
dublin,n681406852,Astons,restaurant,amenity=cafe,53.3365569,-6.2489511,Dublin
dublin,n681428076,Dunne & Crescenzi,restaurant,amenity=restaurant,53.3422791,-6.2566543,Dublin
dublin,n681433556,Kylemore,restaurant,amenity=cafe,53.3530264,-6.3907174,
dublin,n681437332,BBs,restaurant,amenity=cafe,53.3533081,-6.3908355,
dublin,n681441760,M&S Café,restaurant,amenity=cafe,53.3538505,-6.389006,
dublin,n681441787,Cafe Revive,restaurant,amenity=cafe,53.3542352,-6.3891548,
dublin,n681441826,Costa,restaurant,amenity=cafe,53.3522707,-6.3913075,
dublin,n681444526,Nando's,restaurant,amenity=restaurant,53.3526547,-6.3926602,
dublin,n681465755,,restaurant,amenity=cafe,53.3531999,-6.3911723,
dublin,n688022907,Botanic Garden Cafe,restaurant,amenity=cafe,53.371716,-6.2704587,
dublin,n689360378,Romayo's,restaurant,amenity=restaurant,53.4034787,-6.1710791,
dublin,n689404005,,restaurant,amenity=restaurant,53.4202931,-6.1636308,
dublin,n689479314,Keeling’s,restaurant,amenity=pub,53.4876672,-6.1484896,"Donabate, Dublin"
dublin,n689479327,Chungs Chinese Restaurant,restaurant,amenity=restaurant,53.4861543,-6.1490041,Donabate
dublin,n689479330,Pasta Castello,restaurant,amenity=restaurant,53.4864735,-6.1488968,Donabate
dublin,n692434329,Michie Sushi,restaurant,amenity=restaurant,53.3253777,-6.2517595,
dublin,n703871333,The Admiral,restaurant,amenity=restaurant,53.3522955,-6.2590685,Dublin
dublin,n710676748,Lali's,restaurant,amenity=restaurant,53.4324726,-6.1250143,
dublin,n715732955,Elephant & Castle,restaurant,amenity=restaurant,53.3226013,-6.2654825,Dublin
dublin,n722253914,Rockets by Eddie Rockets,restaurant,amenity=restaurant,53.3476581,-6.2434771,Dublin
dublin,n724163698,Brevato,restaurant,amenity=cafe,53.3494828,-6.2485299,
dublin,n725063158,Insomnia,restaurant,amenity=cafe,53.3494499,-6.244834,Dublin
dublin,n725068605,Il Fornaio,restaurant,amenity=restaurant,53.3493147,-6.2429422,Dublin
dublin,n727427084,Osteria 99,restaurant,amenity=restaurant,53.2935978,-6.1546339,
dublin,n739778195,,restaurant,amenity=restaurant,53.3368362,-6.2632507,Dublin
dublin,n739983436,Royal Plaza,restaurant,amenity=restaurant,53.4019068,-6.2970106,Dublin
dublin,n746742011,Roundabout Cafe,restaurant,amenity=cafe,53.4051803,-6.3940592,
dublin,n747077984,Green Nineteen,restaurant,amenity=restaurant,53.3352526,-6.2649966,Dublin
dublin,n752265445,Seven Wonders,restaurant,amenity=cafe,53.3485121,-6.2437697,Dublin
dublin,n768516172,Chez Max,restaurant,amenity=restaurant,53.3438383,-6.2662912,Dublin
dublin,n768520263,Bonobo,restaurant,amenity=pub,53.3503544,-6.2746953,"Dublin, Dublin"
dublin,n775415427,Morton's The Steakhouse,restaurant,amenity=restaurant,53.3333672,-6.2618948,Dublin
dublin,n775415428,Café Sol,restaurant,amenity=cafe,53.3342249,-6.2628658,Dublin
dublin,n778690159,Mad Egg,restaurant,amenity=restaurant,53.3337802,-6.2646383,
dublin,n778690161,The Iveagh Restaurant,restaurant,amenity=restaurant,53.3334025,-6.2642218,Dublin
dublin,n778699199,Rotana Café,restaurant,amenity=restaurant,53.3305315,-6.2641364,
dublin,n778699200,One Bistro,restaurant,amenity=restaurant,53.3305854,-6.2641451,
dublin,n801794199,Ipsen Employee Canteen,restaurant,amenity=restaurant,53.4064325,-6.367632,
dublin,n811533594,,restaurant,amenity=cafe,53.3947093,-6.1619926,Dublin
dublin,n824210295,Noshington,restaurant,amenity=cafe,53.331491,-6.279741,Dublin
dublin,n828699783,Waiting Cafe,restaurant,amenity=cafe,53.352575,-6.459944,
dublin,n830659393,The Galway Hooker,restaurant,amenity=pub,53.3467462,-6.2924467,Dublin
dublin,n830659412,Butlers Chocolate Cafe,restaurant,amenity=cafe,53.3464233,-6.2927892,Dublin
dublin,n830659419,Insomnia,restaurant,amenity=cafe,53.3466058,-6.2924739,
dublin,n835468674,Wagamama,restaurant,amenity=restaurant,53.3949263,-6.3910222,
dublin,n835527795,Captain Americas,restaurant,amenity=restaurant,53.3951202,-6.390691,
dublin,n849320239,Sasta in the City,restaurant,amenity=cafe,53.2821485,-6.4232768,Citywest
dublin,n849784678,Little Bird - Café,restaurant,amenity=cafe,53.3323532,-6.273661,
dublin,n849784699,Café Delice,restaurant,amenity=cafe,53.332358,-6.274991,Dublin
dublin,n860008802,The Art of Coffee,restaurant,amenity=cafe,53.3421633,-6.2387419,Dublin
dublin,n860144297,Mamma Mia,restaurant,amenity=restaurant,53.3394653,-6.2437763,Dublin
dublin,n862041778,Aqua,restaurant,amenity=restaurant,53.3923107,-6.0694707,"Howth, Dublin"
dublin,n875920647,Meltdown Dublin,restaurant,amenity=cafe,53.3365769,-6.2636765,Dublin
dublin,n875920648,Gerry's,restaurant,amenity=restaurant,53.3365683,-6.2646128,
dublin,n875920650,Goose on the Loose,restaurant,amenity=cafe,53.3375179,-6.266031,Dublin
dublin,n877759828,Il Fornaio,restaurant,amenity=cafe,53.3413126,-6.2584527,
dublin,n877759990,,restaurant,amenity=cafe,53.3397209,-6.258549,Dublin
dublin,n877772681,The Buttery Food Court,restaurant,amenity=restaurant,53.3449821,-6.2573794,
dublin,n878495557,Spoon,restaurant,amenity=cafe,53.3106643,-6.2830015,
dublin,n880897739,Taste at Rustic,restaurant,amenity=restaurant,53.3428831,-6.2641927,Dublin
dublin,n880923510,O’Connell’s,restaurant,amenity=pub,53.388225,-6.0639896,"Howth, Dublin"
dublin,n880923527,Il Panorama Café,restaurant,amenity=cafe,53.387669,-6.0665478,
dublin,n880923551,King Sitric,restaurant,amenity=restaurant,53.3882206,-6.0635861,
dublin,n891516411,New Emperor,restaurant,amenity=restaurant,53.3763212,-6.2177331,Dublin
dublin,n903643059,Piccola Sicilia,restaurant,amenity=restaurant,53.3429182,-6.2448557,Dublin
dublin,n906201895,Peploe's Wine Bistro,restaurant,amenity=restaurant,53.3394577,-6.2582493,Dublin
dublin,n907064190,Village Cafe,restaurant,amenity=cafe,53.3338011,-6.2904031,
dublin,n907142990,,restaurant,amenity=restaurant,53.3392152,-6.2572875,Dublin
dublin,n908974510,A-Cafe,restaurant,amenity=cafe,53.5369222,-6.2154133,
dublin,n908974517,Costa,restaurant,amenity=cafe,53.5372122,-6.2154325,
dublin,n911170194,Toasted,restaurant,amenity=cafe,53.3375067,-6.2666489,Dublin
dublin,n911182454,Urban Picnic,restaurant,amenity=restaurant,53.3424255,-6.2640325,Dublin
dublin,n911182460,Butlers Chocolate Café,restaurant,amenity=cafe,53.3400789,-6.2605489,Dublin
dublin,n912771623,Swords Garden,restaurant,amenity=restaurant,53.4588825,-6.2216579,Swords
dublin,n915604850,Soho Café,restaurant,amenity=cafe,53.4304124,-6.248081,
dublin,n919855203,3fe Gertrude,restaurant,amenity=cafe,53.3429296,-6.2436927,Dublin
dublin,n922011591,D'Chilli Shaker,restaurant,amenity=restaurant,53.457962,-6.221083,
dublin,n927243606,Esquires Coffee,restaurant,amenity=cafe,53.4447655,-6.2265234,
dublin,n929939210,,restaurant,amenity=cafe,53.3571866,-6.2271321,
dublin,n932271095,Shaku Maku,restaurant,amenity=restaurant,53.324336,-6.265134,Dublin
dublin,n935495757,Nick's Coffee Company,restaurant,amenity=cafe,53.3260587,-6.2555322,Dublin
dublin,n937232528,koba,restaurant,amenity=restaurant,53.4336707,-6.1248004,
dublin,n940033662,TOSS'D Noodles & Salads,restaurant,amenity=restaurant,53.348609,-6.2478273,Dublin
dublin,n941277888,Starbucks,restaurant,amenity=cafe,53.3902053,-6.108987,
dublin,n941285841,The Oasis Bar & Grill,restaurant,amenity=pub,53.4351695,-6.1239719,"Portmarnock, Dublin"
dublin,n941319049,McNeill’s,restaurant,amenity=pub,53.3846515,-6.0653171,"Howth, Dublin"
dublin,n941762411,The Gourmet Food Parlour,restaurant,amenity=cafe,53.4634271,-6.2178235,
dublin,n943337713,Mayfield Restaurant,restaurant,amenity=restaurant,53.3141947,-6.282328,
dublin,n943800148,O'Briens,restaurant,amenity=cafe,53.3532255,-6.3908584,
dublin,n944698722,The Art Of Coffee,restaurant,amenity=cafe,53.3462774,-6.2437133,
dublin,n946544302,,restaurant,amenity=cafe,53.3865964,-6.2589686,
dublin,n946832772,Bow Lane,restaurant,amenity=restaurant,53.3402229,-6.2655698,
dublin,n948046578,O'Briens,restaurant,amenity=cafe,53.3404898,-6.2432249,Dublin
dublin,n948046581,Dobbins,restaurant,amenity=restaurant,53.3382001,-6.2453105,
dublin,n948947890,Genoa Cafe,restaurant,amenity=cafe,53.5227274,-6.0962353,Rush
dublin,n950977617,Papa Razzi,restaurant,amenity=restaurant,53.3958235,-6.4407325,
dublin,n955941218,Provender & Family,restaurant,amenity=cafe,53.3481917,-6.2933369,
dublin,n959243564,Sivad Grill & Wine Bar,restaurant,amenity=restaurant,53.2595603,-6.1969692,Leopardstown
dublin,n959243573,Barista House Coffee,restaurant,amenity=cafe,53.2591139,-6.1968395,
dublin,n976139863,Oh Rourkes!,restaurant,amenity=cafe,53.3458968,-6.2803162,Dublin
dublin,n989093290,Ango's,restaurant,amenity=cafe,53.3374079,-6.2931993,
dublin,n1003030726,Kyle's Café,restaurant,amenity=cafe,53.4265001,-6.236821,
dublin,n1030099785,Bijou Rathgar,restaurant,amenity=restaurant,53.311879,-6.2742144,Dublin
dublin,n1038307627,Cafe Natural,restaurant,amenity=cafe,53.4896373,-6.1432618,Donabate
dublin,n1039620431,Samphire,restaurant,amenity=restaurant,53.479017,-6.114952,Donabate
dublin,n1074284507,Sea & Stone,restaurant,amenity=restaurant,53.2607412,-6.1504634,Cabinteely
dublin,n1083723573,Synge & Byrne Café,restaurant,amenity=cafe,53.3485147,-6.2853005,
dublin,n1095636239,IMMA cafe,restaurant,amenity=cafe,53.3432443,-6.3005633,
dublin,n1116299286,The First Restaurant,restaurant,amenity=restaurant,53.3054236,-6.2206691,
dublin,n1121241498,Harveys,restaurant,amenity=restaurant,53.610969,-6.1856003,
dublin,n1123918902,Sapporo Grill,restaurant,amenity=restaurant,53.3435985,-6.2461277,Dublin
dublin,n1135457349,Loaf Cafe,restaurant,amenity=cafe,53.3423721,-6.310076,
dublin,n1137654332,Vets Diner,restaurant,amenity=cafe,53.3093545,-6.2226562,
dublin,n1146292447,Egans,restaurant,amenity=bar,53.3402594,-6.2655755,"Dublin, Dublin"
dublin,n1146292464,Bao Bun,restaurant,amenity=restaurant,53.3411813,-6.2653297,Dublin
dublin,n1171865393,Forchetta,restaurant,amenity=restaurant,53.3956127,-6.390018,Dublin
dublin,n1174602004,Starbucks,restaurant,amenity=cafe,53.3947224,-6.3912455,
dublin,n1210488982,Café La Bella,restaurant,amenity=cafe,53.3463522,-6.2656201,Dublin
dublin,n1218862895,Kanum,restaurant,amenity=restaurant,53.3114086,-6.274404,Dublin
dublin,n1218862904,Howards Way,restaurant,amenity=cafe,53.3116413,-6.2745676,Dublin
dublin,n1219567134,Il Divo,restaurant,amenity=restaurant,53.3119955,-6.2748509,Dublin
dublin,n1221372869,BBs Coffee & Muffins,restaurant,amenity=cafe,53.2520251,-6.1849781,
dublin,n1223267145,herbstreet,restaurant,amenity=restaurant,53.3443182,-6.2377581,
