"STATISTIC","Statistic Label","TLIST(A1)","Year","C04449V05232","Frequency of consumption","C02076V03371","Age Group","C02199V02655","Sex","C04506V05290","HSE Region","UNIT","VALUE"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","651","1 to 3 times a week","500","45 - 54 years","2","Female","9556ecde-e215-4ad0-9b46-ebff56c85299","HSE South West HR","%","13.2"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","651","1 to 3 times a week","500","45 - 54 years","2","Female","010e88ab-5f00-4f2c-823c-543ffe62920b","HSE West and North West HR","%","9.4"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","651","1 to 3 times a week","500","45 - 54 years","2","Female","IE0","Ireland","%","12.1"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","651","1 to 3 times a week","500","45 - 54 years","-","Both sexes","98ca33b4-fc08-4aa7-82dd-496924b8fda8","HSE Dublin and Midlands HR","%","13.8"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","651","1 to 3 times a week","500","45 - 54 years","-","Both sexes","9efd9724-8d32-4bb7-b1d6-08b2f42f68c6","HSE Dublin and North East HR","%","12.8"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","651","1 to 3 times a week","500","45 - 54 years","-","Both sexes","d0a0aa7d-fbed-4f02-b89f-a51cb0ecf23c","HSE Dublin and South East HR","%","17.8"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","651","1 to 3 times a week","500","45 - 54 years","-","Both sexes","c7359538-84af-455a-aa37-f9c43f8850cf","HSE Midwest HR","%","14.3"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","651","1 to 3 times a week","500","45 - 54 years","-","Both sexes","9556ecde-e215-4ad0-9b46-ebff56c85299","HSE South West HR","%","14.2"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","651","1 to 3 times a week","500","45 - 54 years","-","Both sexes","010e88ab-5f00-4f2c-823c-543ffe62920b","HSE West and North West HR","%","9.6"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","651","1 to 3 times a week","500","45 - 54 years","-","Both sexes","IE0","Ireland","%","13.7"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","651","1 to 3 times a week","535","55 - 64 years","1","Male","98ca33b4-fc08-4aa7-82dd-496924b8fda8","HSE Dublin and Midlands HR","%","16"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","651","1 to 3 times a week","535","55 - 64 years","1","Male","9efd9724-8d32-4bb7-b1d6-08b2f42f68c6","HSE Dublin and North East HR","%","14"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","651","1 to 3 times a week","535","55 - 64 years","1","Male","d0a0aa7d-fbed-4f02-b89f-a51cb0ecf23c","HSE Dublin and South East HR","%","19.2"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","651","1 to 3 times a week","535","55 - 64 years","1","Male","c7359538-84af-455a-aa37-f9c43f8850cf","HSE Midwest HR","%","7.1"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","651","1 to 3 times a week","535","55 - 64 years","1","Male","9556ecde-e215-4ad0-9b46-ebff56c85299","HSE South West HR","%","10.1"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","651","1 to 3 times a week","535","55 - 64 years","1","Male","010e88ab-5f00-4f2c-823c-543ffe62920b","HSE West and North West HR","%","12.5"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","651","1 to 3 times a week","535","55 - 64 years","1","Male","IE0","Ireland","%","14.1"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","651","1 to 3 times a week","535","55 - 64 years","2","Female","98ca33b4-fc08-4aa7-82dd-496924b8fda8","HSE Dublin and Midlands HR","%","16.9"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","651","1 to 3 times a week","535","55 - 64 years","2","Female","9efd9724-8d32-4bb7-b1d6-08b2f42f68c6","HSE Dublin and North East HR","%","10.4"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","651","1 to 3 times a week","535","55 - 64 years","2","Female","d0a0aa7d-fbed-4f02-b89f-a51cb0ecf23c","HSE Dublin and South East HR","%","9.8"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","651","1 to 3 times a week","535","55 - 64 years","2","Female","c7359538-84af-455a-aa37-f9c43f8850cf","HSE Midwest HR","%","7.9"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","651","1 to 3 times a week","535","55 - 64 years","2","Female","9556ecde-e215-4ad0-9b46-ebff56c85299","HSE South West HR","%","8.3"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","651","1 to 3 times a week","535","55 - 64 years","2","Female","010e88ab-5f00-4f2c-823c-543ffe62920b","HSE West and North West HR","%","10.8"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","651","1 to 3 times a week","535","55 - 64 years","2","Female","IE0","Ireland","%","11.2"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","651","1 to 3 times a week","535","55 - 64 years","-","Both sexes","98ca33b4-fc08-4aa7-82dd-496924b8fda8","HSE Dublin and Midlands HR","%","16.5"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","651","1 to 3 times a week","535","55 - 64 years","-","Both sexes","9efd9724-8d32-4bb7-b1d6-08b2f42f68c6","HSE Dublin and North East HR","%","12.1"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","651","1 to 3 times a week","535","55 - 64 years","-","Both sexes","d0a0aa7d-fbed-4f02-b89f-a51cb0ecf23c","HSE Dublin and South East HR","%","14.4"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","651","1 to 3 times a week","535","55 - 64 years","-","Both sexes","c7359538-84af-455a-aa37-f9c43f8850cf","HSE Midwest HR","%","7.5"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","651","1 to 3 times a week","535","55 - 64 years","-","Both sexes","9556ecde-e215-4ad0-9b46-ebff56c85299","HSE South West HR","%","9.1"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","651","1 to 3 times a week","535","55 - 64 years","-","Both sexes","010e88ab-5f00-4f2c-823c-543ffe62920b","HSE West and North West HR","%","11.6"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","651","1 to 3 times a week","535","55 - 64 years","-","Both sexes","IE0","Ireland","%","12.5"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","651","1 to 3 times a week","570","65 - 74 years","1","Male","98ca33b4-fc08-4aa7-82dd-496924b8fda8","HSE Dublin and Midlands HR","%","16.3"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","651","1 to 3 times a week","570","65 - 74 years","1","Male","9efd9724-8d32-4bb7-b1d6-08b2f42f68c6","HSE Dublin and North East HR","%","10.4"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","651","1 to 3 times a week","570","65 - 74 years","1","Male","d0a0aa7d-fbed-4f02-b89f-a51cb0ecf23c","HSE Dublin and South East HR","%","9.6"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","651","1 to 3 times a week","570","65 - 74 years","1","Male","c7359538-84af-455a-aa37-f9c43f8850cf","HSE Midwest HR","%","18.4"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","651","1 to 3 times a week","570","65 - 74 years","1","Male","9556ecde-e215-4ad0-9b46-ebff56c85299","HSE South West HR","%","10.5"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","651","1 to 3 times a week","570","65 - 74 years","1","Male","010e88ab-5f00-4f2c-823c-543ffe62920b","HSE West and North West HR","%","12.4"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","651","1 to 3 times a week","570","65 - 74 years","1","Male","IE0","Ireland","%","12.3"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","651","1 to 3 times a week","570","65 - 74 years","2","Female","98ca33b4-fc08-4aa7-82dd-496924b8fda8","HSE Dublin and Midlands HR","%","8"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","651","1 to 3 times a week","570","65 - 74 years","2","Female","9efd9724-8d32-4bb7-b1d6-08b2f42f68c6","HSE Dublin and North East HR","%","5.9"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","651","1 to 3 times a week","570","65 - 74 years","2","Female","d0a0aa7d-fbed-4f02-b89f-a51cb0ecf23c","HSE Dublin and South East HR","%","9.8"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","651","1 to 3 times a week","570","65 - 74 years","2","Female","c7359538-84af-455a-aa37-f9c43f8850cf","HSE Midwest HR","%","0.6"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","651","1 to 3 times a week","570","65 - 74 years","2","Female","9556ecde-e215-4ad0-9b46-ebff56c85299","HSE South West HR","%","8.3"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","651","1 to 3 times a week","570","65 - 74 years","2","Female","010e88ab-5f00-4f2c-823c-543ffe62920b","HSE West and North West HR","%","7.9"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","651","1 to 3 times a week","570","65 - 74 years","2","Female","IE0","Ireland","%","7.4"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","651","1 to 3 times a week","570","65 - 74 years","-","Both sexes","98ca33b4-fc08-4aa7-82dd-496924b8fda8","HSE Dublin and Midlands HR","%","12.3"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","651","1 to 3 times a week","570","65 - 74 years","-","Both sexes","9efd9724-8d32-4bb7-b1d6-08b2f42f68c6","HSE Dublin and North East HR","%","7.8"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","651","1 to 3 times a week","570","65 - 74 years","-","Both sexes","d0a0aa7d-fbed-4f02-b89f-a51cb0ecf23c","HSE Dublin and South East HR","%","9.7"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","651","1 to 3 times a week","570","65 - 74 years","-","Both sexes","c7359538-84af-455a-aa37-f9c43f8850cf","HSE Midwest HR","%","9.5"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","651","1 to 3 times a week","570","65 - 74 years","-","Both sexes","9556ecde-e215-4ad0-9b46-ebff56c85299","HSE South West HR","%","9.3"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","651","1 to 3 times a week","570","65 - 74 years","-","Both sexes","010e88ab-5f00-4f2c-823c-543ffe62920b","HSE West and North West HR","%","10.5"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","651","1 to 3 times a week","570","65 - 74 years","-","Both sexes","IE0","Ireland","%","9.8"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","651","1 to 3 times a week","605","75 years and over","1","Male","98ca33b4-fc08-4aa7-82dd-496924b8fda8","HSE Dublin and Midlands HR","%","19"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","651","1 to 3 times a week","605","75 years and over","1","Male","9efd9724-8d32-4bb7-b1d6-08b2f42f68c6","HSE Dublin and North East HR","%","12.9"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","651","1 to 3 times a week","605","75 years and over","1","Male","d0a0aa7d-fbed-4f02-b89f-a51cb0ecf23c","HSE Dublin and South East HR","%","12.7"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","651","1 to 3 times a week","605","75 years and over","1","Male","c7359538-84af-455a-aa37-f9c43f8850cf","HSE Midwest HR","%","9.3"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","651","1 to 3 times a week","605","75 years and over","1","Male","9556ecde-e215-4ad0-9b46-ebff56c85299","HSE South West HR","%","13.5"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","651","1 to 3 times a week","605","75 years and over","1","Male","010e88ab-5f00-4f2c-823c-543ffe62920b","HSE West and North West HR","%","7.6"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","651","1 to 3 times a week","605","75 years and over","1","Male","IE0","Ireland","%","12.6"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","651","1 to 3 times a week","605","75 years and over","2","Female","98ca33b4-fc08-4aa7-82dd-496924b8fda8","HSE Dublin and Midlands HR","%","8.2"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","651","1 to 3 times a week","605","75 years and over","2","Female","9efd9724-8d32-4bb7-b1d6-08b2f42f68c6","HSE Dublin and North East HR","%","8.9"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","651","1 to 3 times a week","605","75 years and over","2","Female","d0a0aa7d-fbed-4f02-b89f-a51cb0ecf23c","HSE Dublin and South East HR","%","9.8"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","651","1 to 3 times a week","605","75 years and over","2","Female","c7359538-84af-455a-aa37-f9c43f8850cf","HSE Midwest HR","%","0"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","651","1 to 3 times a week","605","75 years and over","2","Female","9556ecde-e215-4ad0-9b46-ebff56c85299","HSE South West HR","%","20.9"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","651","1 to 3 times a week","605","75 years and over","2","Female","010e88ab-5f00-4f2c-823c-543ffe62920b","HSE West and North West HR","%","3.9"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","651","1 to 3 times a week","605","75 years and over","2","Female","IE0","Ireland","%","9.4"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","651","1 to 3 times a week","605","75 years and over","-","Both sexes","98ca33b4-fc08-4aa7-82dd-496924b8fda8","HSE Dublin and Midlands HR","%","12.4"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","651","1 to 3 times a week","605","75 years and over","-","Both sexes","9efd9724-8d32-4bb7-b1d6-08b2f42f68c6","HSE Dublin and North East HR","%","10.5"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","651","1 to 3 times a week","605","75 years and over","-","Both sexes","d0a0aa7d-fbed-4f02-b89f-a51cb0ecf23c","HSE Dublin and South East HR","%","11"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","651","1 to 3 times a week","605","75 years and over","-","Both sexes","c7359538-84af-455a-aa37-f9c43f8850cf","HSE Midwest HR","%","4.5"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","651","1 to 3 times a week","605","75 years and over","-","Both sexes","9556ecde-e215-4ad0-9b46-ebff56c85299","HSE South West HR","%","17"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","651","1 to 3 times a week","605","75 years and over","-","Both sexes","010e88ab-5f00-4f2c-823c-543ffe62920b","HSE West and North West HR","%","5.8"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","651","1 to 3 times a week","605","75 years and over","-","Both sexes","IE0","Ireland","%","10.9"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","651","1 to 3 times a week","320","15 years and over","1","Male","98ca33b4-fc08-4aa7-82dd-496924b8fda8","HSE Dublin and Midlands HR","%","18"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","651","1 to 3 times a week","320","15 years and over","1","Male","9efd9724-8d32-4bb7-b1d6-08b2f42f68c6","HSE Dublin and North East HR","%","18.2"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","651","1 to 3 times a week","320","15 years and over","1","Male","d0a0aa7d-fbed-4f02-b89f-a51cb0ecf23c","HSE Dublin and South East HR","%","16.1"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","651","1 to 3 times a week","320","15 years and over","1","Male","c7359538-84af-455a-aa37-f9c43f8850cf","HSE Midwest HR","%","16.7"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","651","1 to 3 times a week","320","15 years and over","1","Male","9556ecde-e215-4ad0-9b46-ebff56c85299","HSE South West HR","%","17.4"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","651","1 to 3 times a week","320","15 years and over","1","Male","010e88ab-5f00-4f2c-823c-543ffe62920b","HSE West and North West HR","%","13.2"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","651","1 to 3 times a week","320","15 years and over","1","Male","IE0","Ireland","%","16.8"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","651","1 to 3 times a week","320","15 years and over","2","Female","98ca33b4-fc08-4aa7-82dd-496924b8fda8","HSE Dublin and Midlands HR","%","14"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","651","1 to 3 times a week","320","15 years and over","2","Female","9efd9724-8d32-4bb7-b1d6-08b2f42f68c6","HSE Dublin and North East HR","%","11.6"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","651","1 to 3 times a week","320","15 years and over","2","Female","d0a0aa7d-fbed-4f02-b89f-a51cb0ecf23c","HSE Dublin and South East HR","%","15.4"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","651","1 to 3 times a week","320","15 years and over","2","Female","c7359538-84af-455a-aa37-f9c43f8850cf","HSE Midwest HR","%","8.5"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","651","1 to 3 times a week","320","15 years and over","2","Female","9556ecde-e215-4ad0-9b46-ebff56c85299","HSE South West HR","%","14"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","651","1 to 3 times a week","320","15 years and over","2","Female","010e88ab-5f00-4f2c-823c-543ffe62920b","HSE West and North West HR","%","12.7"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","651","1 to 3 times a week","320","15 years and over","2","Female","IE0","Ireland","%","13.1"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","651","1 to 3 times a week","320","15 years and over","-","Both sexes","98ca33b4-fc08-4aa7-82dd-496924b8fda8","HSE Dublin and Midlands HR","%","15.9"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","651","1 to 3 times a week","320","15 years and over","-","Both sexes","9efd9724-8d32-4bb7-b1d6-08b2f42f68c6","HSE Dublin and North East HR","%","14.9"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","651","1 to 3 times a week","320","15 years and over","-","Both sexes","d0a0aa7d-fbed-4f02-b89f-a51cb0ecf23c","HSE Dublin and South East HR","%","15.7"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","651","1 to 3 times a week","320","15 years and over","-","Both sexes","c7359538-84af-455a-aa37-f9c43f8850cf","HSE Midwest HR","%","12.4"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","651","1 to 3 times a week","320","15 years and over","-","Both sexes","9556ecde-e215-4ad0-9b46-ebff56c85299","HSE South West HR","%","15.7"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","651","1 to 3 times a week","320","15 years and over","-","Both sexes","010e88ab-5f00-4f2c-823c-543ffe62920b","HSE West and North West HR","%","12.9"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","651","1 to 3 times a week","320","15 years and over","-","Both sexes","IE0","Ireland","%","14.9"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","667","4 to 6 times a week","310","15 - 24 years","1","Male","98ca33b4-fc08-4aa7-82dd-496924b8fda8","HSE Dublin and Midlands HR","%","12.7"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","667","4 to 6 times a week","310","15 - 24 years","1","Male","9efd9724-8d32-4bb7-b1d6-08b2f42f68c6","HSE Dublin and North East HR","%","11.9"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","667","4 to 6 times a week","310","15 - 24 years","1","Male","d0a0aa7d-fbed-4f02-b89f-a51cb0ecf23c","HSE Dublin and South East HR","%","11.4"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","667","4 to 6 times a week","310","15 - 24 years","1","Male","c7359538-84af-455a-aa37-f9c43f8850cf","HSE Midwest HR","%","4.9"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","667","4 to 6 times a week","310","15 - 24 years","1","Male","9556ecde-e215-4ad0-9b46-ebff56c85299","HSE South West HR","%","6"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","667","4 to 6 times a week","310","15 - 24 years","1","Male","010e88ab-5f00-4f2c-823c-543ffe62920b","HSE West and North West HR","%","7.1"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","667","4 to 6 times a week","310","15 - 24 years","1","Male","IE0","Ireland","%","9.8"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","667","4 to 6 times a week","310","15 - 24 years","2","Female","98ca33b4-fc08-4aa7-82dd-496924b8fda8","HSE Dublin and Midlands HR","%","10.5"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","667","4 to 6 times a week","310","15 - 24 years","2","Female","9efd9724-8d32-4bb7-b1d6-08b2f42f68c6","HSE Dublin and North East HR","%","7.2"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","667","4 to 6 times a week","310","15 - 24 years","2","Female","d0a0aa7d-fbed-4f02-b89f-a51cb0ecf23c","HSE Dublin and South East HR","%","8"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","667","4 to 6 times a week","310","15 - 24 years","2","Female","c7359538-84af-455a-aa37-f9c43f8850cf","HSE Midwest HR","%","13.2"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","667","4 to 6 times a week","310","15 - 24 years","2","Female","9556ecde-e215-4ad0-9b46-ebff56c85299","HSE South West HR","%","2.8"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","667","4 to 6 times a week","310","15 - 24 years","2","Female","010e88ab-5f00-4f2c-823c-543ffe62920b","HSE West and North West HR","%","7.2"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","667","4 to 6 times a week","310","15 - 24 years","2","Female","IE0","Ireland","%","8.2"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","667","4 to 6 times a week","310","15 - 24 years","-","Both sexes","98ca33b4-fc08-4aa7-82dd-496924b8fda8","HSE Dublin and Midlands HR","%","11.5"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","667","4 to 6 times a week","310","15 - 24 years","-","Both sexes","9efd9724-8d32-4bb7-b1d6-08b2f42f68c6","HSE Dublin and North East HR","%","9.9"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","667","4 to 6 times a week","310","15 - 24 years","-","Both sexes","d0a0aa7d-fbed-4f02-b89f-a51cb0ecf23c","HSE Dublin and South East HR","%","9.4"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","667","4 to 6 times a week","310","15 - 24 years","-","Both sexes","c7359538-84af-455a-aa37-f9c43f8850cf","HSE Midwest HR","%","9.7"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","667","4 to 6 times a week","310","15 - 24 years","-","Both sexes","9556ecde-e215-4ad0-9b46-ebff56c85299","HSE South West HR","%","4.5"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","667","4 to 6 times a week","310","15 - 24 years","-","Both sexes","010e88ab-5f00-4f2c-823c-543ffe62920b","HSE West and North West HR","%","7.1"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","667","4 to 6 times a week","310","15 - 24 years","-","Both sexes","IE0","Ireland","%","9"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","667","4 to 6 times a week","415","25 - 34 years","1","Male","98ca33b4-fc08-4aa7-82dd-496924b8fda8","HSE Dublin and Midlands HR","%","6.2"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","667","4 to 6 times a week","415","25 - 34 years","1","Male","9efd9724-8d32-4bb7-b1d6-08b2f42f68c6","HSE Dublin and North East HR","%","2.2"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","667","4 to 6 times a week","415","25 - 34 years","1","Male","d0a0aa7d-fbed-4f02-b89f-a51cb0ecf23c","HSE Dublin and South East HR","%","8.1"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","667","4 to 6 times a week","415","25 - 34 years","1","Male","c7359538-84af-455a-aa37-f9c43f8850cf","HSE Midwest HR","%","10.9"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","667","4 to 6 times a week","415","25 - 34 years","1","Male","9556ecde-e215-4ad0-9b46-ebff56c85299","HSE South West HR","%","4.8"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","667","4 to 6 times a week","415","25 - 34 years","1","Male","010e88ab-5f00-4f2c-823c-543ffe62920b","HSE West and North West HR","%","3.3"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","667","4 to 6 times a week","415","25 - 34 years","1","Male","IE0","Ireland","%","5.4"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","667","4 to 6 times a week","415","25 - 34 years","2","Female","98ca33b4-fc08-4aa7-82dd-496924b8fda8","HSE Dublin and Midlands HR","%","1.4"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","667","4 to 6 times a week","415","25 - 34 years","2","Female","9efd9724-8d32-4bb7-b1d6-08b2f42f68c6","HSE Dublin and North East HR","%","4.3"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","667","4 to 6 times a week","415","25 - 34 years","2","Female","d0a0aa7d-fbed-4f02-b89f-a51cb0ecf23c","HSE Dublin and South East HR","%","0"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","667","4 to 6 times a week","415","25 - 34 years","2","Female","c7359538-84af-455a-aa37-f9c43f8850cf","HSE Midwest HR","%","0"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","667","4 to 6 times a week","415","25 - 34 years","2","Female","9556ecde-e215-4ad0-9b46-ebff56c85299","HSE South West HR","%","3.3"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","667","4 to 6 times a week","415","25 - 34 years","2","Female","010e88ab-5f00-4f2c-823c-543ffe62920b","HSE West and North West HR","%","1.5"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","667","4 to 6 times a week","415","25 - 34 years","2","Female","IE0","Ireland","%","2"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","667","4 to 6 times a week","415","25 - 34 years","-","Both sexes","98ca33b4-fc08-4aa7-82dd-496924b8fda8","HSE Dublin and Midlands HR","%","4"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","667","4 to 6 times a week","415","25 - 34 years","-","Both sexes","9efd9724-8d32-4bb7-b1d6-08b2f42f68c6","HSE Dublin and North East HR","%","3.3"
"IHS44C03","Percentage of people who consumed  fruit or vegetable juice","2025","2025","667","4 to 6 times a week","415","25 - 34 years","-","Both sexes","d0a0aa7d-fbed-4f02-b89f-a51cb0ecf23c","HSE Dublin and South East HR","%","4.4"
