"STATISTIC","Statistic Label","TLIST(A1)","Year","C04449V05232","Frequency of consumption","C02076V03371","Age Group","C02199V02655","Sex","C04506V05290","HSE Region","UNIT","VALUE"
"IHS44C01","Percentage of people who consumed fruit","2025","2025","651","1 to 3 times a week","605","75 years and over","2","Female","010e88ab-5f00-4f2c-823c-543ffe62920b","HSE West and North West HR","%","7.2"
"IHS44C01","Percentage of people who consumed fruit","2025","2025","651","1 to 3 times a week","605","75 years and over","2","Female","IE0","Ireland","%","13"
"IHS44C01","Percentage of people who consumed fruit","2025","2025","651","1 to 3 times a week","605","75 years and over","-","Both sexes","98ca33b4-fc08-4aa7-82dd-496924b8fda8","HSE Dublin and Midlands HR","%","9.2"
"IHS44C01","Percentage of people who consumed fruit","2025","2025","651","1 to 3 times a week","605","75 years and over","-","Both sexes","9efd9724-8d32-4bb7-b1d6-08b2f42f68c6","HSE Dublin and North East HR","%","19.6"
"IHS44C01","Percentage of people who consumed fruit","2025","2025","651","1 to 3 times a week","605","75 years and over","-","Both sexes","d0a0aa7d-fbed-4f02-b89f-a51cb0ecf23c","HSE Dublin and South East HR","%","14.9"
"IHS44C01","Percentage of people who consumed fruit","2025","2025","651","1 to 3 times a week","605","75 years and over","-","Both sexes","c7359538-84af-455a-aa37-f9c43f8850cf","HSE Midwest HR","%","19.1"
"IHS44C01","Percentage of people who consumed fruit","2025","2025","651","1 to 3 times a week","605","75 years and over","-","Both sexes","9556ecde-e215-4ad0-9b46-ebff56c85299","HSE South West HR","%","4.5"
"IHS44C01","Percentage of people who consumed fruit","2025","2025","651","1 to 3 times a week","605","75 years and over","-","Both sexes","010e88ab-5f00-4f2c-823c-543ffe62920b","HSE West and North West HR","%","16.6"
"IHS44C01","Percentage of people who consumed fruit","2025","2025","651","1 to 3 times a week","605","75 years and over","-","Both sexes","IE0","Ireland","%","13.7"
"IHS44C01","Percentage of people who consumed fruit","2025","2025","651","1 to 3 times a week","320","15 years and over","1","Male","98ca33b4-fc08-4aa7-82dd-496924b8fda8","HSE Dublin and Midlands HR","%","19.7"
"IHS44C01","Percentage of people who consumed fruit","2025","2025","651","1 to 3 times a week","320","15 years and over","1","Male","9efd9724-8d32-4bb7-b1d6-08b2f42f68c6","HSE Dublin and North East HR","%","20.6"
"IHS44C01","Percentage of people who consumed fruit","2025","2025","651","1 to 3 times a week","320","15 years and over","1","Male","d0a0aa7d-fbed-4f02-b89f-a51cb0ecf23c","HSE Dublin and South East HR","%","21"
"IHS44C01","Percentage of people who consumed fruit","2025","2025","651","1 to 3 times a week","320","15 years and over","1","Male","c7359538-84af-455a-aa37-f9c43f8850cf","HSE Midwest HR","%","18.6"
"IHS44C01","Percentage of people who consumed fruit","2025","2025","651","1 to 3 times a week","320","15 years and over","1","Male","9556ecde-e215-4ad0-9b46-ebff56c85299","HSE South West HR","%","18.5"
"IHS44C01","Percentage of people who consumed fruit","2025","2025","651","1 to 3 times a week","320","15 years and over","1","Male","010e88ab-5f00-4f2c-823c-543ffe62920b","HSE West and North West HR","%","21.3"
"IHS44C01","Percentage of people who consumed fruit","2025","2025","651","1 to 3 times a week","320","15 years and over","1","Male","IE0","Ireland","%","20.1"
"IHS44C01","Percentage of people who consumed fruit","2025","2025","651","1 to 3 times a week","320","15 years and over","2","Female","98ca33b4-fc08-4aa7-82dd-496924b8fda8","HSE Dublin and Midlands HR","%","15.9"
"IHS44C01","Percentage of people who consumed fruit","2025","2025","651","1 to 3 times a week","320","15 years and over","2","Female","9efd9724-8d32-4bb7-b1d6-08b2f42f68c6","HSE Dublin and North East HR","%","21"
"IHS44C01","Percentage of people who consumed fruit","2025","2025","651","1 to 3 times a week","320","15 years and over","2","Female","d0a0aa7d-fbed-4f02-b89f-a51cb0ecf23c","HSE Dublin and South East HR","%","15.8"
"IHS44C01","Percentage of people who consumed fruit","2025","2025","651","1 to 3 times a week","320","15 years and over","2","Female","c7359538-84af-455a-aa37-f9c43f8850cf","HSE Midwest HR","%","13.6"
"IHS44C01","Percentage of people who consumed fruit","2025","2025","651","1 to 3 times a week","320","15 years and over","2","Female","9556ecde-e215-4ad0-9b46-ebff56c85299","HSE South West HR","%","14.3"
"IHS44C01","Percentage of people who consumed fruit","2025","2025","651","1 to 3 times a week","320","15 years and over","2","Female","010e88ab-5f00-4f2c-823c-543ffe62920b","HSE West and North West HR","%","17.8"
"IHS44C01","Percentage of people who consumed fruit","2025","2025","651","1 to 3 times a week","320","15 years and over","2","Female","IE0","Ireland","%","16.9"
"IHS44C01","Percentage of people who consumed fruit","2025","2025","651","1 to 3 times a week","320","15 years and over","-","Both sexes","98ca33b4-fc08-4aa7-82dd-496924b8fda8","HSE Dublin and Midlands HR","%","17.7"
"IHS44C01","Percentage of people who consumed fruit","2025","2025","651","1 to 3 times a week","320","15 years and over","-","Both sexes","9efd9724-8d32-4bb7-b1d6-08b2f42f68c6","HSE Dublin and North East HR","%","20.8"
"IHS44C01","Percentage of people who consumed fruit","2025","2025","651","1 to 3 times a week","320","15 years and over","-","Both sexes","d0a0aa7d-fbed-4f02-b89f-a51cb0ecf23c","HSE Dublin and South East HR","%","18.2"
"IHS44C01","Percentage of people who consumed fruit","2025","2025","651","1 to 3 times a week","320","15 years and over","-","Both sexes","c7359538-84af-455a-aa37-f9c43f8850cf","HSE Midwest HR","%","16"
"IHS44C01","Percentage of people who consumed fruit","2025","2025","651","1 to 3 times a week","320","15 years and over","-","Both sexes","9556ecde-e215-4ad0-9b46-ebff56c85299","HSE South West HR","%","16.4"
"IHS44C01","Percentage of people who consumed fruit","2025","2025","651","1 to 3 times a week","320","15 years and over","-","Both sexes","010e88ab-5f00-4f2c-823c-543ffe62920b","HSE West and North West HR","%","19.6"
"IHS44C01","Percentage of people who consumed fruit","2025","2025","651","1 to 3 times a week","320","15 years and over","-","Both sexes","IE0","Ireland","%","18.5"
"IHS44C01","Percentage of people who consumed fruit","2025","2025","667","4 to 6 times a week","310","15 - 24 years","1","Male","98ca33b4-fc08-4aa7-82dd-496924b8fda8","HSE Dublin and Midlands HR","%","15.5"
"IHS44C01","Percentage of people who consumed fruit","2025","2025","667","4 to 6 times a week","310","15 - 24 years","1","Male","9efd9724-8d32-4bb7-b1d6-08b2f42f68c6","HSE Dublin and North East HR","%","26.3"
"IHS44C01","Percentage of people who consumed fruit","2025","2025","667","4 to 6 times a week","310","15 - 24 years","1","Male","d0a0aa7d-fbed-4f02-b89f-a51cb0ecf23c","HSE Dublin and South East HR","%","23"
"IHS44C01","Percentage of people who consumed fruit","2025","2025","667","4 to 6 times a week","310","15 - 24 years","1","Male","c7359538-84af-455a-aa37-f9c43f8850cf","HSE Midwest HR","%","20.9"
"IHS44C01","Percentage of people who consumed fruit","2025","2025","667","4 to 6 times a week","310","15 - 24 years","1","Male","9556ecde-e215-4ad0-9b46-ebff56c85299","HSE South West HR","%","22"
"IHS44C01","Percentage of people who consumed fruit","2025","2025","667","4 to 6 times a week","310","15 - 24 years","1","Male","010e88ab-5f00-4f2c-823c-543ffe62920b","HSE West and North West HR","%","24.3"
"IHS44C01","Percentage of people who consumed fruit","2025","2025","667","4 to 6 times a week","310","15 - 24 years","1","Male","IE0","Ireland","%","22.4"
"IHS44C01","Percentage of people who consumed fruit","2025","2025","667","4 to 6 times a week","310","15 - 24 years","2","Female","98ca33b4-fc08-4aa7-82dd-496924b8fda8","HSE Dublin and Midlands HR","%","28.9"
"IHS44C01","Percentage of people who consumed fruit","2025","2025","667","4 to 6 times a week","310","15 - 24 years","2","Female","9efd9724-8d32-4bb7-b1d6-08b2f42f68c6","HSE Dublin and North East HR","%","32.2"
"IHS44C01","Percentage of people who consumed fruit","2025","2025","667","4 to 6 times a week","310","15 - 24 years","2","Female","d0a0aa7d-fbed-4f02-b89f-a51cb0ecf23c","HSE Dublin and South East HR","%","17.7"
"IHS44C01","Percentage of people who consumed fruit","2025","2025","667","4 to 6 times a week","310","15 - 24 years","2","Female","c7359538-84af-455a-aa37-f9c43f8850cf","HSE Midwest HR","%","18.9"
"IHS44C01","Percentage of people who consumed fruit","2025","2025","667","4 to 6 times a week","310","15 - 24 years","2","Female","9556ecde-e215-4ad0-9b46-ebff56c85299","HSE South West HR","%","21.9"
"IHS44C01","Percentage of people who consumed fruit","2025","2025","667","4 to 6 times a week","310","15 - 24 years","2","Female","010e88ab-5f00-4f2c-823c-543ffe62920b","HSE West and North West HR","%","23.7"
"IHS44C01","Percentage of people who consumed fruit","2025","2025","667","4 to 6 times a week","310","15 - 24 years","2","Female","IE0","Ireland","%","24.7"
"IHS44C01","Percentage of people who consumed fruit","2025","2025","667","4 to 6 times a week","310","15 - 24 years","-","Both sexes","98ca33b4-fc08-4aa7-82dd-496924b8fda8","HSE Dublin and Midlands HR","%","22.8"
"IHS44C01","Percentage of people who consumed fruit","2025","2025","667","4 to 6 times a week","310","15 - 24 years","-","Both sexes","9efd9724-8d32-4bb7-b1d6-08b2f42f68c6","HSE Dublin and North East HR","%","29"
"IHS44C01","Percentage of people who consumed fruit","2025","2025","667","4 to 6 times a week","310","15 - 24 years","-","Both sexes","d0a0aa7d-fbed-4f02-b89f-a51cb0ecf23c","HSE Dublin and South East HR","%","19.9"
"IHS44C01","Percentage of people who consumed fruit","2025","2025","667","4 to 6 times a week","310","15 - 24 years","-","Both sexes","c7359538-84af-455a-aa37-f9c43f8850cf","HSE Midwest HR","%","19.7"
"IHS44C01","Percentage of people who consumed fruit","2025","2025","667","4 to 6 times a week","310","15 - 24 years","-","Both sexes","9556ecde-e215-4ad0-9b46-ebff56c85299","HSE South West HR","%","21.9"
"IHS44C01","Percentage of people who consumed fruit","2025","2025","667","4 to 6 times a week","310","15 - 24 years","-","Both sexes","010e88ab-5f00-4f2c-823c-543ffe62920b","HSE West and North West HR","%","24"
"IHS44C01","Percentage of people who consumed fruit","2025","2025","667","4 to 6 times a week","310","15 - 24 years","-","Both sexes","IE0","Ireland","%","23.6"
"IHS44C01","Percentage of people who consumed fruit","2025","2025","667","4 to 6 times a week","415","25 - 34 years","1","Male","98ca33b4-fc08-4aa7-82dd-496924b8fda8","HSE Dublin and Midlands HR","%","16.7"
"IHS44C01","Percentage of people who consumed fruit","2025","2025","667","4 to 6 times a week","415","25 - 34 years","1","Male","9efd9724-8d32-4bb7-b1d6-08b2f42f68c6","HSE Dublin and North East HR","%","21.2"
"IHS44C01","Percentage of people who consumed fruit","2025","2025","667","4 to 6 times a week","415","25 - 34 years","1","Male","d0a0aa7d-fbed-4f02-b89f-a51cb0ecf23c","HSE Dublin and South East HR","%","30.6"
"IHS44C01","Percentage of people who consumed fruit","2025","2025","667","4 to 6 times a week","415","25 - 34 years","1","Male","c7359538-84af-455a-aa37-f9c43f8850cf","HSE Midwest HR","%","5.1"
"IHS44C01","Percentage of people who consumed fruit","2025","2025","667","4 to 6 times a week","415","25 - 34 years","1","Male","9556ecde-e215-4ad0-9b46-ebff56c85299","HSE South West HR","%","27.2"
"IHS44C01","Percentage of people who consumed fruit","2025","2025","667","4 to 6 times a week","415","25 - 34 years","1","Male","010e88ab-5f00-4f2c-823c-543ffe62920b","HSE West and North West HR","%","20"
"IHS44C01","Percentage of people who consumed fruit","2025","2025","667","4 to 6 times a week","415","25 - 34 years","1","Male","IE0","Ireland","%","21.7"
"IHS44C01","Percentage of people who consumed fruit","2025","2025","667","4 to 6 times a week","415","25 - 34 years","2","Female","98ca33b4-fc08-4aa7-82dd-496924b8fda8","HSE Dublin and Midlands HR","%","33.8"
"IHS44C01","Percentage of people who consumed fruit","2025","2025","667","4 to 6 times a week","415","25 - 34 years","2","Female","9efd9724-8d32-4bb7-b1d6-08b2f42f68c6","HSE Dublin and North East HR","%","18.9"
"IHS44C01","Percentage of people who consumed fruit","2025","2025","667","4 to 6 times a week","415","25 - 34 years","2","Female","d0a0aa7d-fbed-4f02-b89f-a51cb0ecf23c","HSE Dublin and South East HR","%","17.6"
"IHS44C01","Percentage of people who consumed fruit","2025","2025","667","4 to 6 times a week","415","25 - 34 years","2","Female","c7359538-84af-455a-aa37-f9c43f8850cf","HSE Midwest HR","%","24.3"
"IHS44C01","Percentage of people who consumed fruit","2025","2025","667","4 to 6 times a week","415","25 - 34 years","2","Female","9556ecde-e215-4ad0-9b46-ebff56c85299","HSE South West HR","%","31.5"
"IHS44C01","Percentage of people who consumed fruit","2025","2025","667","4 to 6 times a week","415","25 - 34 years","2","Female","010e88ab-5f00-4f2c-823c-543ffe62920b","HSE West and North West HR","%","24.3"
"IHS44C01","Percentage of people who consumed fruit","2025","2025","667","4 to 6 times a week","415","25 - 34 years","2","Female","IE0","Ireland","%","25"
"IHS44C01","Percentage of people who consumed fruit","2025","2025","667","4 to 6 times a week","415","25 - 34 years","-","Both sexes","98ca33b4-fc08-4aa7-82dd-496924b8fda8","HSE Dublin and Midlands HR","%","24.7"
"IHS44C01","Percentage of people who consumed fruit","2025","2025","667","4 to 6 times a week","415","25 - 34 years","-","Both sexes","9efd9724-8d32-4bb7-b1d6-08b2f42f68c6","HSE Dublin and North East HR","%","20"
"IHS44C01","Percentage of people who consumed fruit","2025","2025","667","4 to 6 times a week","415","25 - 34 years","-","Both sexes","d0a0aa7d-fbed-4f02-b89f-a51cb0ecf23c","HSE Dublin and South East HR","%","24.8"
"IHS44C01","Percentage of people who consumed fruit","2025","2025","667","4 to 6 times a week","415","25 - 34 years","-","Both sexes","c7359538-84af-455a-aa37-f9c43f8850cf","HSE Midwest HR","%","16.9"
"IHS44C01","Percentage of people who consumed fruit","2025","2025","667","4 to 6 times a week","415","25 - 34 years","-","Both sexes","9556ecde-e215-4ad0-9b46-ebff56c85299","HSE South West HR","%","29.1"
"IHS44C01","Percentage of people who consumed fruit","2025","2025","667","4 to 6 times a week","415","25 - 34 years","-","Both sexes","010e88ab-5f00-4f2c-823c-543ffe62920b","HSE West and North West HR","%","21.8"
"IHS44C01","Percentage of people who consumed fruit","2025","2025","667","4 to 6 times a week","415","25 - 34 years","-","Both sexes","IE0","Ireland","%","23.3"
"IHS44C01","Percentage of people who consumed fruit","2025","2025","667","4 to 6 times a week","465","35 - 44 years","1","Male","98ca33b4-fc08-4aa7-82dd-496924b8fda8","HSE Dublin and Midlands HR","%","19.5"
"IHS44C01","Percentage of people who consumed fruit","2025","2025","667","4 to 6 times a week","465","35 - 44 years","1","Male","9efd9724-8d32-4bb7-b1d6-08b2f42f68c6","HSE Dublin and North East HR","%","28.8"
"IHS44C01","Percentage of people who consumed fruit","2025","2025","667","4 to 6 times a week","465","35 - 44 years","1","Male","d0a0aa7d-fbed-4f02-b89f-a51cb0ecf23c","HSE Dublin and South East HR","%","15.1"
"IHS44C01","Percentage of people who consumed fruit","2025","2025","667","4 to 6 times a week","465","35 - 44 years","1","Male","c7359538-84af-455a-aa37-f9c43f8850cf","HSE Midwest HR","%","22.4"
"IHS44C01","Percentage of people who consumed fruit","2025","2025","667","4 to 6 times a week","465","35 - 44 years","1","Male","9556ecde-e215-4ad0-9b46-ebff56c85299","HSE South West HR","%","8.6"
"IHS44C01","Percentage of people who consumed fruit","2025","2025","667","4 to 6 times a week","465","35 - 44 years","1","Male","010e88ab-5f00-4f2c-823c-543ffe62920b","HSE West and North West HR","%","14.9"
"IHS44C01","Percentage of people who consumed fruit","2025","2025","667","4 to 6 times a week","465","35 - 44 years","1","Male","IE0","Ireland","%","19.7"
"IHS44C01","Percentage of people who consumed fruit","2025","2025","667","4 to 6 times a week","465","35 - 44 years","2","Female","98ca33b4-fc08-4aa7-82dd-496924b8fda8","HSE Dublin and Midlands HR","%","21.1"
"IHS44C01","Percentage of people who consumed fruit","2025","2025","667","4 to 6 times a week","465","35 - 44 years","2","Female","9efd9724-8d32-4bb7-b1d6-08b2f42f68c6","HSE Dublin and North East HR","%","18.7"
"IHS44C01","Percentage of people who consumed fruit","2025","2025","667","4 to 6 times a week","465","35 - 44 years","2","Female","d0a0aa7d-fbed-4f02-b89f-a51cb0ecf23c","HSE Dublin and South East HR","%","20.3"
"IHS44C01","Percentage of people who consumed fruit","2025","2025","667","4 to 6 times a week","465","35 - 44 years","2","Female","c7359538-84af-455a-aa37-f9c43f8850cf","HSE Midwest HR","%","30.2"
"IHS44C01","Percentage of people who consumed fruit","2025","2025","667","4 to 6 times a week","465","35 - 44 years","2","Female","9556ecde-e215-4ad0-9b46-ebff56c85299","HSE South West HR","%","26.7"
"IHS44C01","Percentage of people who consumed fruit","2025","2025","667","4 to 6 times a week","465","35 - 44 years","2","Female","010e88ab-5f00-4f2c-823c-543ffe62920b","HSE West and North West HR","%","24.2"
