alert_id,date,title,category,country_origin,hazard_type,approval_numbers,product_name,source_url
2024.33,2024-07-18,Recall of a batch of Roma Formaggio da Pasta due to possible presence of mould,For Action,Netherlands,Recall of a batch of Roma Formaggio da Pasta due to possible presence of mould,,Roma Formaggio da Pasta Dried Cheese Powder; pack size: 80g,https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-a-batch-of-roma-formaggio-da-pasta-(1)
2022.41,2022-07-07,Recall of a Batch of Roma Formaggio Da Pasta due to Possible Presence of Mould,,Netherlands,Recall of a Batch of Roma Formaggio Da Pasta due to Possible Presence of Mould,,Roma Formaggio Da Pasta; pack size: 80g,https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-a-batch-of-roma-formaggio-da-pasta-due-t
2022.09,2022-02-03,Recall of a Batch of Roosters Gluten Free Breaded Chicken Fillet Goujons due to Presence of Salmonella,For Action,Ireland,Nature Of Danger:,2410,"Roosters Gluten Free Breaded Chicken Fillet Goujons;
pack size: 400g; approval number: IE 2410 EC",https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-a-batch-of-roosters-gluten-free-breaded
2022.02,2022-01-10,Recall of a Batch of Sauda Pipirai Ground Allspice Due to the Presence of Salmonella,For Action,Mexico,Nature Of Danger:,,Sauda Pipirai Ground Allspice; pack size: 100g,https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-a-batch-of-sauda-pipirai-ground-allspice
2023.17,2023-07-04,Recall of a batch of Schar Gluten Free Fibre Crispbread due to elevated levels of atropine and scopolamine,,Italy,Recall of a batch of Schar Gluten Free Fibre Crispbread due to elevated levels o,,Schär Gluten Free Fibre Crispbread; pack size 125g,https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-a-batch-of-schar-gluten-free-fibre-crisp
2025.40,2025-08-11,Recall of a batch of Spar Chevre Goats Cheese due to the possible presence of Listeria monocytogenes,For Action,France,Nature Of Danger:,,Spar Chèvre Goats Cheese; pack size: 100g,https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-a-batch-of-spar-chevre-goats-cheese
2025.09,2025-02-19,Recall of a batch of Spar Old Irish Creamery Cheddar with Chilli due to the possible presence of Listeria monocytogenes,For Action,Ireland,Nature Of Danger:,1059,Spar Old Irish Creamery Cheddar with Chilli; pack size: 150g; approval number: IE 1059 EC,https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-a-batch-of-spar-old-irish-creamery-chedd
2024.05,2024-02-16,Recall of a batch of Spar Triple Choc Chip Cookies due to the possible presence of metal pieces,For Action,Netherlands,foreign body,,"SPAR Triple Choc Chip Cookies, pack size: 180 g",https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-a-batch-of-spar-triple-choc-chip-cookies
2025.22,2025-05-28,Recall of a batch of Super Fruta Enoki Mushrooms due to the presence of Listeria monocytogenes,For Action,China,Nature Of Danger:,,Super Fruta Enoki Mushrooms; pack size 100g,https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-a-batch-of-super-fruta-enoki
2023.30,2023-11-23,Recall of a batch of SuperValu Apple and Blackcurrant Flavoured Still Spring Water due to off odour and flavour,For Action,Ireland,Recall of a batch of SuperValu Apple and Blackcurrant Flavoured Still Spring Wat,,"SuperValu Apple & Blackcurrant Flavoured Still Spring Water;

pack size: 250ml x 10 pack",https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-a-batch-of-supervalu-apple-and-blackcurr
2022.05,2022-01-19,Recall of a Batch of SuperValu Still Lemon and Lime Flavoured Spring Water  Due to Off Taste,,Ireland,Recall of a Batch of SuperValu Still Lemon and Lime Flavoured Spring Water Due t,,SuperValu Still Lemon & Lime Flavoured Spring Water; pack size: 500ml 6 pack,https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-a-batch-of-supervalu-still-lemon-and-lim
2026.31,2026-06-12,Recall of a batch of Surasang Frozen Oysters due to the presence of Norovirus,For Action,Korea (Republic of),Nature Of Danger:,,Surasang Frozen Oysters; pack size: 226g,https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-a-batch-of-surasang-frozen-oysters
,nan,,,,,,,https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-a-batch-of-suÃware-aus-sonnenblumenkerne
2025.19,2025-05-15,Recall of a batch of Süßware aus Sonnenblumenkernen due to possible presence of metal pieces,For Action,Ukraine,foreign body,,Süßware aus Sonnenblumenkernen; pack size: 250g,https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-a-batch-of-sußware-aus-sonnenblumenkerne
2023.38,2023-12-13,Recall of a batch of Tesco Finest Cranberry and Apple Stuffing Mix due to the possible presence of moths,For Action,,Recall of a batch of Tesco Finest Cranberry and Apple Stuffing Mix due to the po,,Tesco Finest Cranberry & Apple Stuffing Mix; pack size: 130g,https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-a-batch-of-tesco-finest-apple-and-cranbe
2022.24,2022-04-08,Recall of a Batch of Tesco Free From Digestive Biscuits,,United Kingdom,Recall of a Batch of Tesco Free From Digestive Biscuits,,Tesco Free From Digestive Biscuits; pack size: 160g,https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-a-batch-of-tesco-free-from-digestive-bis
2023.21,2023-07-28,Recall of a batch of Tesco British Cooking Salt due to the possible presence of plastic pieces,,United Kingdom,Recall of a batch of Tesco British Cooking Salt due to the possible presence of ,,Tesco British Cooking Salt; pack size: 1.5 kg,https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-a-batch-of-tesco-salt-due-to-the-possibl
2024.19,2024-05-15,Recall of a batch of Tesco Sandwich Pickle due to the possible presence of glass pieces,For Action,,foreign body,,Tesco Sandwich Pickle; pack size: 295g,https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-a-batch-of-tesco-sandwich-pickle
2024.54,2024-11-19,Recall of a batch of Tesco Tzatziki due to the presence of Salmonella,For Action,United Kingdom,Nature Of Danger:,,Tesco Tzatziki; pack size: 200g,https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-a-batch-of-tesco-tzatziki
2023.05,2023-03-15,Recall of a batch of The Apple Farm Still Irish Apple Juice due to possible fermentation that may cause bottle breakage,,Ireland,Recall of a batch of The Apple Farm Still Irish Apple Juice due to possible ferm,,The Apple Farm Still Irish Apple Juice; pack size: 250ml,https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-a-batch-of-the-apple-farm-still-irish-ap
2026.27,2026-05-28,Recall of a batch of Bare Pantry Shelled Pistachios due to the presence of Salmonella,For Action,USA,Nature Of Danger:,,Bare Pantry Shelled Pistachios; pack size: 100g,https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-a-batch-of-the-bare-pantry-shelled-pista
2022.39,2022-07-01,Recall of a Batch of The Foodie Market Milled Brown Flaxseed due to the Presence of Salmonella,For Action,United Kingdom,Nature Of Danger:,,The Foodie Market Milled Brown Flaxseed; pack size: 200 g,https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-a-batch-of-the-foodie-market-milled-brow
2025.72,2025-12-19,Recall of a batch of The Galway Kitchen Classic Houmous due to an incorrect use-by date,For Action,Ireland,Recall of a batch of The Galway Kitchen Classic Houmous due to an incorrect use-,,The Galway Kitchen Classic Houmous; pack size: 200g,https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-a-batch-of-the-galway-kitchen-classic-ho
2025.38,2025-08-05,Recall of a batch of Tom & Ollie Traditional Hummus due to the possible presence of Listeria monocytogenes,For Action,United Kingdom,Nature Of Danger:,,Tom & Ollie Traditional Hummus; pack size: 150g,https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-a-batch-of-tom-ollie-traditional-hummus
2024.04,2024-02-16,Recall of a batch of Tower Gate Choc Chip Cookies due to the possible presence of metal pieces,For Action,Netherlands,foreign body,,"Tower Gate Choc Chip Cookies, pack size: 150 g",https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-a-batch-of-tower-gate-choc-chip-cookies
2023.25,2023-10-12,Recall of all batches of Toxic Waste Slime Licker Sour Rolling Liquid Candy due to possible choking hazard.,For Action,USA,Recall of all batches of Toxic Waste Slime Licker Sour Rolling Liquid Candy due ,,"Toxic Waste Slime Licker Sour Rolling Liquid Candy; pack size 57 ml

EAN: 898940001016",https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-a-batch-of-toxic-waste-slime-licker
2022.28,2022-05-11,Recall of a Batch of TRS Ground Cumin Jeera Powder Due to Unauthorised and/or Elevated Levels of Pesticides,,India,pesticide residues,,TRS Ground Cumin Jeera Powder; pack size: 100g,https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-a-batch-of-trs-ground-cumin-jeera-powder
2025.29,2025-06-19,Recall of a batch of Utskho Suneli spice mix due to elevated levels of ethylene oxide,For Action,Georgia,Recall of a batch of Utskho Suneli spice mix due to elevated levels of ethylene ,,Utskho Suneli; pack size: 50g,https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-a-batch-of-utskho-suneli-spice-mix
2026.25,2026-05-19,Recall of various Glenisk Baby Organic Fromage Frais products due to possible mould growth and spoilage,For Action,Ireland,Recall of various Glenisk Baby Organic Fromage Frais products due to possible mo,,Please refer to table below for list of implicated products.,https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-a-batch-of-various-flavours-of-glenisk-o
2023.23,2023-09-01,Recall of a batch of Lidl Vemondo Vegetarian Chicken-Style Strips due to incorrect use-by date,,Germany,Recall of a batch of Lidl Vemondo Vegetarian Chicken-Style Strips due to incorre,,"Vemondo Vegetarian Chicken-Style Strips, pack size: 175 g",https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-a-batch-of-vemondo-vegetarian-chicken-st
2022.08,2022-02-02,Recall of a Batch of Victus Shredded Beetroot Due to Possible Presence of Glass Fragments,,Poland,foreign body,,"Victus Buraczki Pasteryzowane Wiorki (Shredded Beets),
jar size: 420g",https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-a-batch-of-victus-shredded-beetroot-due
2022.31,2022-05-16,Recall of a Batch of Villani Cacciatore Italiano Salami due to the Presence of Salmonella and Listeria monocytogenes,For Action,Italy,Nature Of Danger:,,Villani Cacciatore Italiano salami; pack size: 170g; approval number: IT 68 L CE,https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-a-batch-of-villani-cacciatore-italia-(1)
2025.26,2025-06-12,Recall of a batch of Weleda Baby Teething Powder due to possible presence of glass pieces,For Action,,foreign body,,"Weleda Baby Teething Powder, pack size: 60g",https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-a-batch-of-weleda-baby-teething-powder
11.04.2023,2023-04-11,Recall of a batch of Wrights of Howth Oak Smoked Irish Organic Salmon due to the presence of Listeria monocytogenes,For Action,Ireland,Nature Of Danger:,,"Wrights of Howth Oak Smoked Irish Organic Salmon; pack sizes: 120g, 240g, 350g; approval number: IE DN0022 EC.",https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-a-batch-of-wrights-of-howth-oak-smoked-i
2023.14,2023-06-12,Recall of a batch of Wrights of Howth Organic Irish Smoked Salmon due to the possible presence of Listeria monocytogenes,For Action,Ireland,Nature Of Danger:,,Wrights of Howth Organic Irish Smoked Salmon; all pack sizes,https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-a-batch-of-wrights-of-howth-organic-iris
,nan,,,,,,,https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-a-batch-of-â roast-chicken-pesto-pasta
2021.110 (Update 2),2022-01-28,Recall of a Further Batch of The Little Milk Co. Organic Irish Cheddar and Organic Sheebeg Raw Milk Cheese,,Ireland,Recall of a Further Batch of The Little Milk Co. Organic Irish Cheddar and Organ,1987,The Little Milk Co. Organic Irish Cheddar; Organic Sheebeg Raw Milk Cheese; pack size: 135g; approval number: IE 1987 EC,https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-a-further-batch-of-the-little-milk-co-or
2026.28,2026-05-28,Recall of a batch of The Proper Dairy Company Irish Farm Authentic Cypriot Style Grilling Cheese due to the presence of Listeria monocytogenes,For Action,Ireland,Nature Of Danger:,,The Proper Dairy Company Irish Farm Authentic Cypriot Style Grilling Cheese; pack size: 200g,https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-a-specific-batch-of-halloumi-cheese
2026.08,2026-02-17,Recall of a specific batch of The Foodie Market Milled Chia Seeds due to the possible presence of Salmonella,For Action,,Nature Of Danger:,,The Foodie Market Milled Chia Seeds; pack size: 200g,https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-a-specific-batch-of-the-foodie-market-mi
2025.07,2025-02-07,Recall of a specific batch of various Deluxe cheddar cheese wedges due to the presence of Listeria monocytogenes,For Action,Ireland,Nature Of Danger:,1059,"Deluxe Walnut Cheddar Cheese Wedge
; pack size: 150g; approval number: IE 1059 EC
Deluxe Oak Smoked Cheddar Cheese Wedge
; pack size: 150g; approval number: IE 1059 EC",https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-a-specific-batches-of-various-deluxe-che
2023.04,2023-03-09,Recall of ABC Assorted Jelly Straws and Jelly Fruity sweets due to possible choking risk,For Action,Taiwan,Recall of ABC Assorted Jelly Straws and Jelly Fruity sweets due to possible chok,,"ABC Assorted Jelly Straws, ABC Assorted Jelly Fruity",https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-abc-assorted-jelly-straws-and-jelly-frui
2024.29 (update 1),2024-07-12,Recall of additional batches of Al'Fez Natural Tahini Smooth and Nutty due to the possible presence of Salmonella,For Action,United Kingdom,Nature Of Danger:,,Al'Fez Natural Tahini Smooth & Nutty; pack sizes: 160g and 270g,https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-additional-batches-of-al-fez-natural-tah
2022.33 (Update 1),2022-06-24,Recall of Additional Batches of Golden Lily Dried Apricot Seeds Due to High Levels of Hydrocyanic Acid (Cyanide),,Hong Kong,Recall of Additional Batches of Golden Lily Dried Apricot Seeds Due to High Leve,,Golden Lily Dried Apricot Seeds; pack size: 100 g,https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-additional-batches-of-golden-lily-dried
2022.23 (Update 2),2022-04-06,Recall of Additional Batches of Kinder Surprise 20g and Kinder Surprise 20g x 3 Due to the Possible Presence of Salmonella,For Action,Belgium,Nature Of Danger:,,Please see table below for details.,https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-additional-batches-of-kinder-surprise-20
2022.43,2022-07-08,Recall of Additional Batches of Lucky Me Instant Noodles due to the Presence of the Unauthorised Pesticide Ethylene Oxide,,Thailand,pesticide residues,,Please see table below for details.,https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-additional-batches-of-lucky-me-instant-n
2025.10 (Update 1),2025-02-20,Recall of additional batches of Old Irish Creamery Cheese cheddar cheese products due to the possible presence of Listeria monocytogenes,For Action,Ireland,Nature Of Danger:,1059,"Please see linked table
. Approval number: IE 1059 EC",https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-additional-batches-of-old-irish-creamery
2026.01 (Update 1),2026-01-07,Update to recall of specific batches of SMA Alfamino infant formula due to the possible presence of cereulide (Update 1),For Action,,Nature Of Danger: Cereulide toxin is produced by the bacterium Bacillus cereus .,,SMA Nutrition Alfamino infant formula; pack size 400g,https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-additional-batches-of-sma-alfamino-formu
2026.01 (Update 2),2026-01-08,Recall of additional batches of SMA Alfamino infant formula due to the possible presence of cereulide (Update 2),For Action,,Nature Of Danger: Cereulide toxin is produced by the bacterium Bacillus cereus. ,,SMA Nutrition Alfamino infant formula; pack size 400g,https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-additional-batches-of-sma-alfamino-infan
2024.04 (Update 1),2024-02-21,Recall of additional batches of Tower Gate Cookie products due to the possible presence of metal pieces,For Action,Netherlands,foreign body,,Please see table below.,https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-additional-batches-of-tower-gate-choc-ch
2022.53 (Update 1),2022-08-25,Recall of Additional Best Before Dates of Ardo Frozen Fruitberry Mix due to the Presence of Hepatitis A,For Action,Poland,Nature Of Danger:,,Ardo Frozen Fruitberry Mix; pack size: 2500g,https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-additional-best-before-dates-of-ardo-fro
2024.29,2024-07-07,Recall of specific batches of Al'Fez Natural Tahini due to the possible presence of Salmonella,For Action,,Nature Of Danger:,,Al'Fez Natural Tahini; pack size: 160g,https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-al-fez-natural-tahini
2022.06 (Update 1),2022-01-31,Recall of All Batches of Deus Gold Full Spectrum Hemp Oil Due to the Presence of an Unauthorised Novel Food Processed in an Unregistered Establishment,For Action,Ireland,Nature Of Danger:,,Deus Gold Full Spectrum Hemp Oil; pack size: 30ml,https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-all-batches-of-deus-gold-full-spectrum-h
2022.06,2022-01-21,Recall of All Batches of Hugold CBD Oil Products,For Action,Ireland,Nature Of Danger:,,See table below for product details,https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-all-batches-of-hugold-cbd-oil-products-d
2025.68,2025-12-08,Recall of all batches of MossEntials Irish Sea Moss Gel and Sea Moss Sublime Sea Moss Gel products due to production in an unregistered establishment,For Action,Ireland,Nature Of Danger: The food was produced in an establishment that was not subject,,Please see table below for product details.,https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-all-batches-of-mossentials-irish-sea-mos
2025.31,2025-06-25,Recall of all batches of Orgenism Eggshell Membrane Capsules due to the presence of Salmonella,For Action,,Nature Of Danger:,,"Orgenism Eggshell Membrane Capsules; pack size: 60 capsules, 500 mg per serving",https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-all-batches-of-orgenism-eggshell-membran
2024.11,2024-04-06,Recall of all ProBox Just Smoothie products due to no approval,For Action,Ireland,Recall of all ProBox Just Smoothie products due to no approval,,Please see table below.,https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-all-probox-just-smoothies-products
2025.70,2025-12-12,"Recall of all foods from EB Food Essentials due to production in, and/or sold from, an unregistered establishment",For Action,,Nature Of Danger: The food was produced in and/or sold from an establishment tha,,"All food products produced by and/or sold by EB Food Essentials, Coolanagh, Ballickmoyler, Co. Laois.  Please see table below for examples of some affected products, however, this is not an exhaustive list. 

All pack sizes are implicated.",https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-all-products-of-from-eb-food-essentials
2022.60 (Update 1),2022-10-03,Recall of an Additional Batch of Dunnes Stores 4 Ready to Cook Southern Fried Chicken Fillets Due to the Presence of Salmonella,For Action,United Kingdom,Nature Of Danger:,,Dunnes Stores 4 Ready to Cook Southern Fried Chicken Fillets (Frozen); pack size: 500g,https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-an-additional-batch-of-dunnes-stores-4-r
2026.19 (Update 1),2026-05-19,Recall of an additional batch of Green Box Limited Enoki Mushroom due to the presence of Listeria monocytogenes (Update 1),For Action,China,Nature Of Danger:,,Green Box Limited Enoki Mushroom (Cendawan Enoki); pack size: 100g,https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-an-additional-batch-of-green-box-limited
2026.01 (Update 5),2026-02-03,Recall of an additional batch of SMA First Infant Milk due to the possible presence of cereulide (Update 5),For Action,,Nature Of Danger: Cereulide toxin is produced by the bacterium Bacillus cereus .,,SMA First Infant Milk; pack size: 800g,https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-an-additional-batch-of-sma-first-infant
2021.110 (Update 1),2022-01-21,Recall of an Additional Batch of The Little Milk Co. Organic Irish Cheddar and a Batch of Organic Sheebeg Raw Milk Cheese,,Ireland,Recall of an Additional Batch of The Little Milk Co. Organic Irish Cheddar and a,1987,The Little Milk Co. Organic Irish Cheddar; Organic Sheebeg Raw Milk Cheese; pack size: 135 g; approval number: IE 1987 EC,https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-an-additional-batch-of-the-little-milk-c
2023.35,2023-12-08,"Recall of Artri King, Kuka Flex Forte and Reumo Flex food supplements due to undeclared active ingredients not permitted in food products",For Action,,"Recall of Artri King, Kuka Flex Forte and Reumo Flex food supplements due to und",,"Artri King; pack size: 100 tablets,
Kuka Flex Forte; pack size: 30 caplets,
Reumo Flex; pack size: 30 caplets",https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-artri-king-kuka-flex-forte-and-reumo-fle
2025.32,2025-06-30,Recall of various branded Bacon & Cabbage Dinners produced by Ballymaguire Foods due to the possible presence of Listeria monocytogenes,For Action,Ireland,Nature Of Danger:,,Please see table below. All pack sizes are implicated.,https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-bacon-and-cabbage-dinner
2024.36,2024-08-01,Recall of several batches of spinach leaves due to the presence of Listeria monocytogenes,For Action,Sweden,Nature Of Danger:,,Please see table below.,https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-batch-of-mccormack-s-family-farms-spinac
2023.13,2023-05-12,Recall of batch of Wrights of Howth Smoked Salmon due to the presence of Listeria monocytogenes,For Action,Ireland,Nature Of Danger:,,"Wrights of Howth Oak Smoked Farmed Irish Organic Salmon; pack size: 120g, 140g, 250g & 350g",https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-batch-of-wrights-of-howth-oak-smoked-far
2024.37,2024-08-06,"Recall of Dale Meats Cooked Sliced Ham, Hazlett and Sliced Corned Beef due to presence of Listeria monocytogenes",For Action,Ireland,Nature Of Danger:,,"Dale Meats Cooked Sliced Ham, Hazlett and Sliced Corned Beef",https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-batches-of-dale-meats-products
2022.55,2022-08-29,Recall of Batches of Duc De Coeur Stuffed Mussels with Parsley and Garlic due to Cooking Instructions not Being Labelled in English,,France,Recall of Batches of Duc De Coeur Stuffed Mussels with Parsley and Garlic due to,,Duc De Coeur 12 Stuffed Mussels with Parsley and Garlic (frozen); pack size 125g,https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-batches-of-duc-de-coeur-stuffed-mussels
2026.16,2026-04-22,Recall of specific batches of Good4U Super Sprouts Super Greens due to the possible presence of Salmonella,For Action,United Kingdom,Nature Of Danger:,,Good4U Super Sprouts Super Greens; pack size: 60g,https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-batches-of-good4u-super-sprouts-super-gr
2022.46,2022-08-05,Recall of Batches of Meadow Park Free Range Duck Eggs Due to the Possible Presence of Salmonella,,Ireland,Nature Of Danger:,,Meadow Park Free Range Duck Eggs; pack size: 6 pack,https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-batches-of-meadow-park-free-range-duck-e
2024.60,2024-12-14,Recall of batches of O’Halleran Family Farm Free Range Eggs due to the possible presence of Salmonella,For Action,,Nature Of Danger:,,O’Halleran Family Farm Free Range Eggs,https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-batches-of-o-halleran-family-farm-free-r
2022.45,2022-07-27,Recall of Batches of Organic Tortilla Chips due to the Possible Presence of Tropane Alkaloids,,Belgium,Recall of Batches of Organic Tortilla Chips due to the Possible Presence of Trop,,Please see table below.,https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-batches-of-organic-tortilla-chips
,2023-03-27,Recall of batches of popcorn kernels due to elevated levels of aflatoxin,For Action,Turkey,Nature Of Danger:,,"Product Name
Pack Size
Best Before Date
True Natural Goodness
True Natural Goodness Popcorn
500g and 5Kg
31/01/2024 to 16/02/2024 inclusive

			07/03/2024 to 28/03/2024 inclusive
Pax Whole Foods & Eco Goods
Pax Whole Foods & Eco Goods Organic Popcorn Kernels
Sold loose
30-09-2024
Your Organic Nature
Your Organic Nature Pofmaïs Mafmais Souffle
400g
19-12-2024
Ekoplaza
Ekoplaza Pofmaïs
400g
29-12-2024",https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-batches-of-popcorn-kernels-due-to-elevat
2024.35,2024-07-31,Recall of batches of Slaney Farm Fresh Duck Eggs due to possible presence of Salmonella,For Action,Ireland,Nature Of Danger:,,Slaney Farm Fresh Duck Eggs; All pack sizes,https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-batches-of-slaney-farm-duck-eggs-due-to
2025.30,2025-06-19,Recall of batches of SuperValu Signature Tastes Yellowfin Tuna Steaks due to possible elevated levels of Histamine,For Action,,histamine,,SuperValu Line Caught Signature Tastes Yellowfin Tuna Steaks; pack size 240g,https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-batches-of-supervalu-signature-tastes-ye
2023.32,2023-11-25,Recall of specific batches of The Growers Harvest Garden Peas due to possible foreign body contamination,For Action,United Kingdom,foreign body,,Please see table below.,https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-batches-of-the-growers-harvest-garden-pe
2022.58,2022-09-16,Recall of Batches of Unauthorised Novel Funky CBD Oils due to the Presence of Unsafe Levels of Delta‐9‐tetrahydrocannabinol (THC),For Action,Poland,Nature Of Danger:,,See table below for product details,https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-batches-of-unauthorised-novel-funky-cbd
2024.57,2024-11-22,Recall of Marcel Petite Mont D’or raw milk cheese due to presence of Yersinia enterocolitica,For Action,France,Nature Of Danger:,,"Marcel Petite Mont D’or, Fruitier Des Jarrons; all pack sizes.",https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-batches-of-xxx-cheese
2023.27,2023-11-02,Recall of BDMP Frozen Lime Leaves due to the presence of Salmonella,For Action,Thailand,Nature Of Danger:,,BDMP Frozen Lime Leaves; pack size: 100g,https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-bdmp-frozen-lime-leaves
2025.44,2025-08-25,Recall of Braemoor Red Hen Ham & Cheese Chicken Kievs due to the presence of Salmonella,For Action,Ireland,Nature Of Danger:,,Braemoor Red Hen Ham & Cheese Chicken Kievs; Pack size: 500g,https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-braemoor-red-hen-ham-cheese-chicken-kiev
2024.25,2024-06-07,Recall of Burren Smokehouse Hot Smoked Salmon products due to the presence of Listeria monocytogenes,For Action,Ireland,Nature Of Danger:,,"Burren Smokehouse Smoked Irish Organic Salmon Hot Smoked Over Oak with Spices; pack size: 500g
Burren Smokehouse Burren Smoked Irish Organic Salmon Hot Smoked Over Oak with Honey, Lemon & Pepper; pack size: 140g and 500g",https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-burren-smokehouse-hot-smoked-salmon-prod
2022.74,2022-12-23,Recall of certain batches of Avoca Butcher products due to mislabelling with incorrect cooking instructions,,Ireland,Recall of certain batches of Avoca Butcher products due to mislabelling with inc,,Please see table below for details.,https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-certain-batches-of-avoca-butcher-product
2022.73,2022-12-21,Recall of certain batches of Avoca Food Market products due to mislabelling with incorrect use-by date,,Ireland,Recall of certain batches of Avoca Food Market products due to mislabelling with,,"Avoca Food Market Smoked Salmon, Cream Cheese, Horseradish & Dill Pâté and Avoca Food Market Classic Zingy Prawn Cocktail; pack size: 350g",https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-certain-batches-of-avoca-food-market-pro
2022.44,2022-07-14,Recall of Certain Batches of CBD and Hemp Oil Products Due to the Presence of Unsafe Levels of Delta‐9‐tetrahydrocannabinol (THC),For Action,Unknown,Nature Of Danger:,,See table below for product information,https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-certain-batches-of-cbd-and-hemp-oil-prod
2022.34,2022-06-02,Recall of Certain Batches of Centra King Prawns Due to Mislabelling with Incorrect Use-by Dates,,Ireland,Recall of Certain Batches of Centra King Prawns Due to Mislabelling with Incorre,,"Centra King Prawns (Cooked & Peeled), pack size: 180g",https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-certain-batches-of-centra-king-prawns-du
