alert_id,date,title,category,country_origin,hazard_type,approval_numbers,product_name,source_url
2025.08,2025-02-07,Recall of specific batches of various Old Irish Creamery Cheese cheddar cheese products due to the presence of Listeria monocytogenes,For Action,Ireland,Nature Of Danger:,1059,Please see table below.,https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-various-old-irish-cr
2024.09,2024-03-17,Recall of Village Bakery White Tortilla Wraps due to the possible presence of metal pieces,For Action,United Kingdom,foreign body,,Village Bakery 8 Tortilla Wraps White; pack size 8x62g,https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-village-bakery-white
2026.20,2026-05-11,Recall of specific batches of Western Brand Sage & Onion Cook in Bag Whole Chicken due to the possible presence of Salmonella,For Action,Ireland,Nature Of Danger:,,Please see table below.,https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-specific-batches-of-western-brand-sage-o
2025.73,2025-12-19,Recall of Strong branded mini jelly cups due to a possible choking risk,For Action,,Recall of Strong branded mini jelly cups due to a possible choking risk,,Strong branded mini jelly cups; pack size: 360g,https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-strong-branded-mini-jelly-cups
2023.11,2023-05-12,Recall of specific batches of Tesco Southern Fried Chicken Goujons due to the possible presence of Salmonella,For Action,Netherlands,Nature Of Danger:,,Tesco Southern Fried Chicken Goujons (frozen); pack size: 360g,https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-tesco-southern-fried-chicken-goujons-(1)
2023.18,2023-07-15,Recall of Aldi 'The Deli' Meatster snack salami Original / Hot due to the presence of Listeria monocytogenes,For Action,Germany,Nature Of Danger:,,See table below.,https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-the-deli-meatster-snack-salami-original
2025.46,2025-08-27,Recall of The Toons Bridge Dairy Ricotta & Buffalo Ricotta Cheeses due to the presence of Listeria monocytogenes,For Action,Ireland,Nature Of Danger:,,Please see table below.,https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-the-toonsbridge-dairy-ricotta-buffalo-ri
2024.21,2024-05-22,Recall of all Toofy Duck products as they may have been produced in an unapproved establishment,For Action,Unknown,Recall of all Toofy Duck products as they may have been produced in an unapprove,,"All Toofy Duck products including:
Toofy Duck Braised Duck Heads,
Toofy Duck Braised Duck Necks,
Toofy Duck Braised Duck Wings,
Toofy Duck Braised Duck Feet,
Toofy Duck Braised Chicken Feet.
All pack sizes.",https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-toofy-duck-duck-and-chicken-products-as
2022.70,2022-11-28,Recall of various Aero Hot Choc drinks due to possible presence of silica beads,,United Kingdom,Recall of various Aero Hot Choc drinks due to possible presence of silica beads,,Please see table below for details.,https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-various-aero-hot-choc-drinks-due-to-poss
2024.03,2024-02-07,"Recall of various batches of Ambrosia My Mini Rice, My Mini Custard and My Mini 30% Less Sugar Custard due to possible presence of plastic pieces",For Action,United Kingdom,"Recall of various batches of Ambrosia My Mini Rice, My Mini Custard and My Mini ",,"Ambrosia My Mini Rice; pack size: 6 x 55g
Ambrosia My Mini Custard; pack size: 6 x 55g
Ambrosia My Mini 30% Less Sugar Custard; pack size: 6 x 55g",https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-various-ambrosia-my-mini-rice-my-mini-cu
2025.43,2025-08-15,Recall of various batches of Brie Mariotte due to the possible presence of Listeria monocytogenes,For Action,France,Nature Of Danger:,,Please see table below.,https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-various-batches-of-brie-mariotte
2025.48,2025-09-05,Recall of various batches of Garden of Eden Baby Spinach & Mixed Baby Leaf products due to the detection of Listeria monocytogenes,For Action,"Ireland, United Kingdom",Nature Of Danger:,,Please see table below.,https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-various-batches-of-garden-of-eden-baby-s
2025.34,2025-07-22,Recall of various branded prepared meals and side dishes produced by Ballymaguire Foods due to the possible presence of Listeria monocytogenes,For Action,Ireland,Nature Of Danger:,4008,"Please see
list of implicated products
. All pack sizes are implicated. Establishment approval number is IE 4008 EC.",https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-various-branded-dinners-produced-by-ball
2025.42,2025-08-12,Recall of various branded Goat's Cheese products due to the possible presence of Listeria monocytogenes,For Action,France,Nature Of Danger:,,Please see table below.,https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-various-branded-goat-s-cheese-products
2025.47,2025-08-30,Recall of various branded Spinach and Mixed Leaves products produced by McCormack Family Farms due to the detection of Listeria monocytogenes,For Action,Ireland,Nature Of Danger:,,Please see table below.,https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-various-branded-spinach-and-mixed-le-(1)
2025.35,2025-07-27,Recall of various branded Spinach and Mixed Leaves products produced by McCormack Family Farms due to the detection of Listeria monocytogenes,For Action,Ireland,Nature Of Danger:,,"Please see table below (and
Update 1
,
Update 2
and
Update 3
).",https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-various-branded-spinach-and-mixed-leaves
2025.33,2025-07-18,Recall of various branded Turkey & Ham Dinners produced by Ballymaguire Foods due to the possible presence of Listeria monocytogenes,For Action,Ireland,Nature Of Danger:,,Please see table below. All pack sizes are implicated.,https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-various-branded-turkey-ham-dinners-produ
2024.39,2024-08-23,Recall of various Comeragh still and sparkling water products due to the possible presence of visible particles,For Action,,Recall of various Comeragh still and sparkling water products due to the possibl,,Please see table below.,https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-various-comeragh-still-and-sparkling-wat
2023.01,2023-01-20,Recall of various Jay and Joy vegan products due to the possible presence of Listeria monocytogenes,For Action,France,Nature Of Danger:,,Please see table below.,https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-various-jay-and-joy-vegan-products-due-t
2025.58,2025-10-24,Recall of various SLUSH PUPPiE products due to elevated levels of glycerol,For Action,China,Nature Of Danger: Glycerol (E 422) is an approved food additive in the European ,,Please see table below for product information.,https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-various-slush-puppie-products-due-to-ele
2026.01,2026-01-05,Recall of specific batches of various SMA infant formula and follow-on formula products due to the possible presence of cereulide,For Action,,Nature Of Danger: Cereulide toxin is produced by the bacterium Bacillus cereus .,,Please see table below for product details.,https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-various-sma-infant-formula-and-follow-on
2025.49,2025-09-23,Recall of various Toxic Waste Sour Slushy Freeze and Squeeze products due to elevated levels of glycerol,For Action,United Kingdom,Nature Of Danger: Glycerol (E 422) is an approved food additive in the European ,,Please see table below.,https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-various-toxic-waste-sour-slushy-freeze-a
2026.22,2026-05-12,Recall of various Western Brand chicken products due to the possible presence of Salmonella,For Action,Ireland,Nature Of Danger:,818,Please see table below for product details. Approval number IE 818 EC,https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-various-western-brand-chicken-products
2026.24,2026-05-14,Recall of Western Brand chicken products due to the presence of Salmonella,For Action,Ireland,Nature Of Danger:,818,"Please see 'List of products and batches' in Message section below for product details.
Approval number: IE 818 EC",https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-western-brand-chicken-products
2024.58,2024-12-13,Recall of Wicklow Farmhouse Cheese Wicklow Gold Beechwood Smoked Mild Cheddar due to the possible presence of Listeria monocytogenes,For Action,Ireland,Nature Of Danger:,,Wicklow Gold Beechwood Smoked Mild Cheddar; all pack sizes.,https://www.fsai.ie/news-and-alerts/food-alerts/recall-of-wicklow-farmhouse-cheese-wicklow-gold-be
2025.62,2025-11-19,"Recall of a batch of Dunnes Stores Herbes De Provence due to possible choking risk from pieces of stalk, bark and plastic",For Action,,Recall of a batch of Dunnes Stores Herbes De Provence due to possible choking ri,,Dunnes Stores Herbes De Provence; pack size: 14g,https://www.fsai.ie/news-and-alerts/food-alerts/update-(1)-of-recall-of-some-batches-of-dunnes-sto
2025.47 (Update 1),2025-08-31,Update (1) to recall of various branded Spinach and Mixed Leaves products produced by McCormack Family Farms due to the detection of Listeria monocytogenes,For Action,Ireland,Nature Of Danger:,,Fresh Choice Market Mixed Leaves; pack size: 100g,https://www.fsai.ie/news-and-alerts/food-alerts/update-(1)-to-recall-of-various-branded-spinac-(1)
2025.35 (Update 1),2025-07-27,Update (1) to recall of various branded Spinach and Mixed Leaves products produced by McCormack Family Farms due to the detection of Listeria monocytogenes,For Action,Ireland,Nature Of Danger:,,SuperValu Spinach bag (Unwashed); pack size 250g,https://www.fsai.ie/news-and-alerts/food-alerts/update-(1)-to-recall-of-various-branded-spinach-an
2025.35 (Update 2),2025-07-28,Update (2) to recall of various branded Spinach and Mixed Leaves products produced by McCormack Family Farms due to the detection of Listeria monocytogenes,For Action,Ireland,Nature Of Danger:,,"Please see table below. (Please also refer to
Update 3
)",https://www.fsai.ie/news-and-alerts/food-alerts/update-(2)-to-recall-of-various-branded-spinach-an
2025.34 (Update 3),2025-07-24,Update (3) to recall of various branded prepared meals and side dishes produced by Ballymaguire Foods due to the possible presence of Listeria monocytogenes,For Action,Ireland,Nature Of Danger:,4008,"Tesco Finest Creamed Spinach
Also, please see
updated list of all implicated products.
All pack sizes are implicated. Establishment approval number IE 4008 EC.",https://www.fsai.ie/news-and-alerts/food-alerts/update-(3)-to-recall-of-various-branded-prepared-m
2025.35 (Update 3),2025-08-02,Update (3) to recall of various branded Spinach and Mixed Leaves products produced by McCormack Family Farms due to the detection of Listeria monocytogenes,For Action,Ireland,Nature Of Danger:,,Please see table below.,https://www.fsai.ie/news-and-alerts/food-alerts/update-(3)-to-recall-of-various-branded-spinach-an
2022.06 (update 2),2022-05-10,Update of Recall of Hugold CBD Oil Products Due to the Presence of Unsafe Levels of Delta‐9‐tetrahydrocannabinol (THC),For Action,Ireland,Nature Of Danger:,,See table below for product detail,https://www.fsai.ie/news-and-alerts/food-alerts/update-of-recall-of-hugold-cbd-oil-products-due-to
2025.34 (Update 1),2025-07-23,Update (1) to recall of various branded prepared meals and side dishes produced by Ballymaguire Foods due to the possible presence of Listeria monocytogenes,For Action,Ireland,Nature Of Danger:,4008,"Centra Freshly Prepared Chicken Massaman with Sticky Jasmine Rice
Please also see
updated list of implicated products
. All pack sizes are implicated. Establishment approval number IE 4008 EC.",https://www.fsai.ie/news-and-alerts/food-alerts/update-recall-of-various-branded-prepared-meals-an
2024.57 (Update 1),2024-11-23,Update to Recall of Marcel Petite Mont D’or raw milk cheese due to presence of Yersinia enterocolitica,For Action,France,Nature Of Danger:,,"Marcel Petite Mont D’or, Fruitier Des Jarrons; all pack sizes.",https://www.fsai.ie/news-and-alerts/food-alerts/update-to-recall-of-marcel-petite-mont-d-or-raw-mi
2026.01 (Update 3),2026-01-09,Update to recall of specific batches of SMA Advanced Follow On Milk due to possible presence of cereulide (Update 3),For Action,,Nature Of Danger: Cereulide toxin is produced by the bacterium Bacillus cereus .,,SMA Advanced Follow-On Milk; pack size: 800g,https://www.fsai.ie/news-and-alerts/food-alerts/update-to-recall-of-specific-batches-of-sma-advanc
2026.34 (Update 1),2026-06-23,Update to recall of specific batches of various French brie products due to the presence of Listeria monocytogenes (Update 1),For Action,,Nature Of Danger:,,Traditional Cheese Company French Brie; pack size: 160g,https://www.fsai.ie/news-and-alerts/food-alerts/update-to-recall-of-specific-batches-of-various-fr
2025.34 (Update 2),2025-07-23,Update (2) to recall of various branded prepared meals and side dishes produced by Ballymaguire Foods due to the possible presence of Listeria monocytogenes,For Action,Ireland,Nature Of Danger:,4008,"Please see table below for details of the additional products subject to recall.
Please see
updated list of implicated products
. All pack sizes are implicated. Establishment approval number IE 4008 EC.",https://www.fsai.ie/news-and-alerts/food-alerts/update-to-recall-of-various-branded-prepared-meals
2025.39 (Update 1),2025-08-06,Update (1) to recall of various brands of O'Hanlon Herbs potted Coriander due to possible presence of Listeria monocytogenes,For Action,Ireland,Nature Of Danger:,,Please see table below.,https://www.fsai.ie/news-and-alerts/food-alerts/update-to-recall-of-various-brands-of-o-hanlon-her
2022.29,2022-05-11,Updated: Recall of a Batch of Green Box Limited Cendawan Enoki Mushroom Due to the Presence of Listeria monocytogenes,For Action,,Nature Of Danger:,,Green Box Limited Cendawan Enoki Mushroom; pack size: 100g,https://www.fsai.ie/news-and-alerts/food-alerts/updated-recall-of-a-batch-of-green-box-limited-cen
2022.45 (Update 1),2022-07-28,Updated Recall of Batches of Organic Corn Snacks due to the Possible Presence of Tropane Alkaloids,,Belgium,Updated Recall of Batches of Organic Corn Snacks due to the Possible Presence of,,Please see table below.,https://www.fsai.ie/news-and-alerts/food-alerts/updated-recall-of-batches-of-organic-corn-snacks
2024.01 (Update 1),2024-01-04,Updated: Recall of Nutramigen LGG Stage 1 & 2 Hypoallergenic Infant Formula due to the possible presence of Cronobacter sakazakii,For Action,USA,Nature Of Danger:,,Please see table below.,https://www.fsai.ie/news-and-alerts/food-alerts/updated-recall-of-nutramigen-lgg-stage-1-2-hypoall
2024.07,2024-03-13,Withdrawal of The CBD Store CBD Oil food supplements as they are unauthorised novel foods,For Action,United Kingdom,Withdrawal of The CBD Store CBD Oil food supplements as they are unauthorised no,,All The CBD Store CBD Oil food supplements.,https://www.fsai.ie/news-and-alerts/food-alerts/withdrawal-of-the-cbd-store-cbd-oil-products
,2020-03-05,,,,unspecified,,,https://www.fsai.ie/news-and-alerts/latest-news/fsai-issued-a-total-of-107-food-alerts-and-food-al
